Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Offensive_Contribution,Passing_Ability,Defensive_Performance,Team_Impact,Overall_Performance_Index
Lewis Dunk,Brighton,26,England,2018/2019,12000000.0,12000000.0,Centre-Back,eng Premier League,36,36,3151.0,35.0,-0.7621998289082268,-0.9384421001118592,0.4054529152096832,-0.3851866025794679,-0.184732702017304
Lewis Dunk,Brighton,27,England,2019/2020,20000000.0,16000000.0,Centre-Back,eng Premier League,36,36,3230.0,35.9,0.25888502332234037,0.27004560311105874,0.2663516554211874,0.4152005173723858,0.28104003372394804
Lewis Dunk,Brighton,28,England,2020/2021,20000000.0,25000000.0,Centre-Back,eng Premier League,33,33,2931.0,32.6,0.8184296515524639,0.4734724457714382,-0.4432880110164724,-0.8879450140264858,-0.06930594773515568
Lorenzo Tonelli,Napoli,27,Italy,2017/2018,8000000.0,5000000.0,Centre-Back,it Serie A,4,3,351.0,3.9,0.0007976028509936542,1.2486716062498564,-0.21729905139631112,-1.2331497225368124,0.08032304403827635
Lorenzo Tonelli,Sampdoria,28,Italy,2018/2019,7000000.0,7000000.0,Centre-Back,it Serie A,19,17,1655.0,18.4,0.4496393388604785,0.6187549041042942,-0.3013184939660015,-0.7519204879875789,-0.00371666892661332
Lorenzo Tonelli,Sampdoria,29,Italy,2019/2020,5000000.0,2800000.0,Centre-Back,it Serie A,9,9,702.0,7.8,0.15423154361725025,-0.5632194703787783,-0.48786530555542607,-0.9559316915236258,-0.45719595798218265
Lorenzo Tonelli,Sampdoria,30,Italy,2020/2021,2400000.0,2000000.0,Centre-Back,it Serie A,23,21,1782.0,19.8,-0.8213258188760274,-0.2721425116721451,0.45555029445911216,0.7944609168392026,0.11598673816403597
Luca Ceppitelli,Cagliari,27,Italy,2017/2018,2000000.0,2000000.0,Centre-Back,it Serie A,27,26,2227.0,24.7,0.5747899577765309,-0.5792247316287685,1.2907433669904957,0.40871828249657377,0.6276558225041928
Luca Ceppitelli,Cagliari,28,Italy,2018/2019,2000000.0,2500000.0,Centre-Back,it Serie A,24,24,2051.0,22.8,0.2109375972674666,-0.43601980026203285,-0.10094890109294917,-0.2246498291809368,-0.1503037439399565
Luca Ceppitelli,Cagliari,29,Italy,2019/2020,3500000.0,2800000.0,Centre-Back,it Serie A,16,15,1246.0,13.8,-0.38260859661538654,-1.0727907216173875,-0.40038478191130605,0.7436285385167758,-0.4514185070006303
Luca Ceppitelli,Cagliari,30,Italy,2020/2021,2500000.0,2000000.0,Centre-Back,it Serie A,19,16,1465.0,16.3,-0.4386771962515665,-0.13432440859600586,0.39839332700140473,0.2913031520998981,0.12894429712395575
Lucas Hernández,Atlético Madrid,21,France,2017/2018,15000000.0,35000000.0,Centre-Back,es La Liga,27,24,2122.0,23.6,0.3050865211664446,-0.43188883843436915,-0.280575378097692,0.7341344348996844,-0.12908347699250317
Lucas Hernández,Atlético Madrid,22,France,2018/2019,40000000.0,70000000.0,Centre-Back,es La Liga,14,13,1117.0,12.4,0.4037098044082336,-0.45176331845027073,-0.13782696813694084,0.37401690915924546,-0.08389615210387852
Lucas Hernández,Bayern Munich,23,France,2019/2020,70000000.0,56000000.0,Centre-Back,de Bundesliga,19,10,920.0,10.2,0.526746256328591,1.694755274348569,0.08256365717270128,0.33281294709793363,0.5772638803325749
Lucas Hernández,Bayern Munich,24,France,2020/2021,45000000.0,45000000.0,Centre-Back,de Bundesliga,23,18,1597.0,17.7,0.8646240034670968,1.0332527339346687,0.7189974915485586,1.7221499865155252,0.9197205284295635
Luiz Felipe,Lazio,20,Brazil,2017/2018,200000.0,8000000.0,Centre-Back,it Serie A,18,12,1168.0,13.0,-0.3943164749426984,0.40173499442125016,-0.22115456867981392,-0.004713788804349129,-0.0697623858564341
Luiz Felipe,Lazio,21,Brazil,2018/2019,8000000.0,10000000.0,Centre-Back,it Serie A,17,15,1289.0,14.3,0.11937010237279476,-0.3079114673444061,-0.6066401071244435,0.23203827843885064,-0.33918857719851897
Luiz Felipe,Lazio,22,Brazil,2019/2020,12000000.0,16000000.0,Centre-Back,it Serie A,26,24,2024.0,22.5,0.2382466627379245,0.6603847100354991,-0.8359466794052515,1.151053541274267,-0.10203480865563556
Luiz Felipe,Lazio,23,Brazil,2020/2021,22000000.0,18000000.0,Centre-Back,it Serie A,14,10,909.0,10.1,-0.6689839202879772,0.8000163170379211,0.6796960691749654,0.7332442985613872,0.5128289556599052
Lyanco,Torino,20,Brazil,2017/2018,4000000.0,4000000.0,Centre-Back,it Serie A,4,4,316.0,3.5,-0.18429736982165978,-0.15074276682718976,0.4655528381444404,-1.23958587132288,0.043487534759885774
Lyanco,Bologna,21,Brazil,2018/2019,3800000.0,8000000.0,Centre-Back,it Serie A,13,13,1119.0,12.4,0.639505282345073,-0.3149442589168441,0.1959541964373724,1.0476887494376717,0.2199357007850033
Lyanco,Torino,22,Brazil,2019/2020,8000000.0,6500000.0,Centre-Back,it Serie A,17,15,1176.0,13.1,-0.4582078206894032,-0.6251933002103411,-0.15548743591615183,-1.2846355934793778,-0.4312367754620095
Lyanco,Torino,23,Brazil,2020/2021,6000000.0,5000000.0,Centre-Back,it Serie A,23,21,1959.0,21.8,0.3008919178786378,-0.34501404040388645,-0.19357729422010916,-1.2729600042404046,-0.265204369953271
Mamadou Sakho,Crystal Palace,27,France,2017/2018,15000000.0,15000000.0,Centre-Back,eng Premier League,19,18,1600.0,17.8,0.18378492836933494,-0.49875127740297315,-0.15156577674278443,0.5781980230843526,-0.11508316615829998
Mamadou Sakho,Crystal Palace,28,France,2018/2019,15000000.0,15000000.0,Centre-Back,eng Premier League,27,27,2416.0,26.8,-0.46548878615599126,-0.08132335945809065,-0.56397986821381,-0.9594127363290843,-0.4680853655277348
Mamadou Sakho,Crystal Palace,29,France,2019/2020,12000000.0,9500000.0,Centre-Back,eng Premier League,14,11,931.0,10.3,-0.7105518043111351,-0.031317917894155875,-0.6141314953484436,-1.5080842099060605,-0.572286418785037
Mamadou Sakho,Crystal Palace,30,France,2020/2021,9500000.0,6000000.0,Centre-Back,eng Premier League,4,3,276.0,3.1,-1.5050434078744643,-0.31162870323530234,-0.7965432942004296,-0.01069692290573391,-0.7030050263807834
Manuel Akanji,Dortmund,22,Switzerland,2017/2018,2250000.0,22000000.0,Centre-Back,de Bundesliga,11,10,904.0,10.0,0.15667436024037218,0.3694899666658557,0.12861170149056306,-0.2176007195409302,0.15841942449370827
Manuel Akanji,Dortmund,23,Switzerland,2018/2019,28000000.0,40000000.0,Centre-Back,de Bundesliga,25,25,2205.0,24.5,0.19349789998455594,1.6454876694108933,-0.5300866353116731,0.36429224040470454,0.21178250873504062
Manuel Akanji,Dortmund,24,Switzerland,2019/2020,35000000.0,20000000.0,Centre-Back,de Bundesliga,29,25,2309.0,25.7,-0.10087398791256381,1.5849914569636518,-0.3231759814676908,1.1294261084526809,0.3324713861654511
Manuel Akanji,Dortmund,25,Switzerland,2020/2021,25000000.0,30000000.0,Centre-Back,de Bundesliga,28,26,2350.0,26.1,0.29883714501569486,1.6671409968560982,0.2554604610994236,-0.1562067106024875,0.5737203804558418
Manuel Gulde,Freiburg,26,Germany,2017/2018,2500000.0,2500000.0,Centre-Back,de Bundesliga,17,17,1530.0,17.0,-0.10413001431531517,-0.38850185354761146,-0.16257809500935888,0.07657747307656143,-0.18637626573122343
Manuel Gulde,Freiburg,27,Germany,2018/2019,4000000.0,4000000.0,Centre-Back,de Bundesliga,21,20,1712.0,19.0,0.31644413330726495,-0.5977931902388137,-1.2605703092772336,-0.202753013806583,-0.7525421335828887
Manuel Gulde,Freiburg,28,Germany,2019/2020,3000000.0,2400000.0,Centre-Back,de Bundesliga,17,15,1371.0,15.2,0.4043861401711281,-0.40864718752898366,0.028390343692907112,-1.0136209329877006,-0.12867079730889322
Manuel Gulde,Freiburg,29,Germany,2020/2021,2400000.0,2400000.0,Centre-Back,de Bundesliga,27,22,1954.0,21.7,0.26514880044932404,0.18315996358551526,-0.46578354888988704,0.5941013655210479,-0.08791932692906132
Marc Bartra,Betis,26,Spain,2017/2018,10000000.0,17500000.0,Centre-Back,es La Liga,16,16,1419.0,15.8,0.9435849421826427,0.3531814517924206,0.24533638312796693,0.03599833661493692,0.35610112950097866
Marc Bartra,Betis,27,Spain,2018/2019,22000000.0,22000000.0,Centre-Back,es La Liga,33,33,2928.0,32.5,-0.13289554395427236,0.40024041820342054,0.2503094800182847,0.13779438865149518,0.21905995183200613
Marc Bartra,Betis,28,Spain,2019/2020,22000000.0,17500000.0,Centre-Back,es La Liga,30,29,2524.0,28.0,0.35231135760967586,-0.2847757495553459,0.7543356985820153,-0.8337587327091753,0.275444742272705
Marc Bartra,Betis,29,Spain,2020/2021,14000000.0,10000000.0,Centre-Back,es La Liga,19,19,1694.0,18.8,0.02539063245667465,-0.47910157886424154,-0.045580818845210785,0.11103623405514855,-0.12765358586464973
Marcelo,Lyon,30,Brazil,2017/2018,6500000.0,9000000.0,Centre-Back,fr Ligue 1,35,35,3106.0,34.5,0.16940283956855806,0.805874003112683,-0.6362907238765841,0.5039254317551594,-0.04087389204932169
Marcelo,Lyon,31,Brazil,2018/2019,9000000.0,7000000.0,Centre-Back,fr Ligue 1,33,33,2878.0,32.0,0.21934972742904923,1.1152033032539088,1.2383519060808834,0.23365419735475723,0.954244657703752
Marcelo,Lyon,32,Brazil,2019/2020,3500000.0,2800000.0,Centre-Back,fr Ligue 1,17,17,1503.0,16.7,-0.9594897429478989,0.4310310855333447,0.9570982805755727,-1.5070405700364182,0.2916793932252958
Marcelo,Lyon,33,Brazil,2020/2021,3000000.0,3000000.0,Centre-Back,fr Ligue 1,34,34,2907.0,32.3,0.2892174582823846,0.8132725740716592,0.14716665449048943,-0.3516455706001624,0.285119532445501
Marco Friedl,Werder Bremen,19,Austria,2017/2018,100000.0,1500000.0,Centre-Back,de Bundesliga,9,6,600.0,6.7,0.4531248034823956,-0.5694822650985829,-0.3074243270744568,-0.356440757960255,-0.26375808508554033
Marco Friedl,Werder Bremen,20,Austria,2018/2019,1500000.0,2500000.0,Centre-Back,de Bundesliga,7,5,474.0,5.3,-0.9061820510522357,0.6440709168847557,0.6720103687652733,0.5798423045534693,0.41907983640133717
Marco Friedl,Werder Bremen,21,Austria,2019/2020,3500000.0,3200000.0,Centre-Back,de Bundesliga,27,24,2183.0,24.3,0.5662573901872289,-1.238571153930629,-0.14475745643184745,0.5015669582271959,-0.24692621234777706
Marco Friedl,Werder Bremen,22,Austria,2020/2021,5500000.0,7500000.0,Centre-Back,de Bundesliga,32,31,2785.0,30.9,-0.3871420810031136,-0.6399658554524734,0.1015784962882843,-0.2178180593086558,-0.1890553338003088
Mario Hermoso,Espanyol,22,Spain,2017/2018,400000.0,5000000.0,Centre-Back,es La Liga,22,22,1928.0,21.4,0.3905176996334266,-1.5106621265456093,-1.2343180316692832,-1.2708244589934556,-1.0633293384253755
Mario Hermoso,Espanyol,23,Spain,2018/2019,15000000.0,25000000.0,Centre-Back,es La Liga,32,31,2806.0,31.2,0.779861977190388,-0.3611715550938782,-0.5351976457500167,0.9618874074668482,-0.1447236743232349
Mario Hermoso,Atlético Madrid,24,Spain,2019/2020,25000000.0,20000000.0,Centre-Back,es La Liga,17,15,1217.0,13.5,0.00898797471504457,-0.3095492695830274,-0.7892716102150923,0.38371921480612814,-0.43230300481543354
Mario Hermoso,Atlético Madrid,25,Spain,2020/2021,20000000.0,35000000.0,Centre-Back,es La Liga,31,30,2578.0,28.6,0.3174961690208928,0.665344523802569,-0.7581484707624371,-0.4386951796760142,-0.20898319704504378
Marlon,Nice,21,Brazil,2017/2018,5000000.0,6000000.0,Centre-Back,fr Ligue 1,23,22,1930.0,21.4,-0.4448072799005687,1.0503390651527238,-1.1096945416264912,0.7374548050417342,-0.2852381160059765
Marlon,Sassuolo,22,Brazil,2018/2019,10000000.0,10000000.0,Centre-Back,it Serie A,18,18,1508.0,16.8,0.21333540629117073,0.5326573299259632,-1.3172627193038335,-0.11580170362112976,-0.5050468865888633
Marlon,Sassuolo,23,Brazil,2019/2020,8000000.0,6500000.0,Centre-Back,it Serie A,23,21,1818.0,20.2,-0.18800275893863042,0.875432752559039,-0.8530897000381595,0.23138989176575547,-0.21274808654353902
Marlon,Sassuolo,24,Brazil,2020/2021,6500000.0,6500000.0,Centre-Back,it Serie A,24,19,1742.0,19.4,-0.3174015819626392,1.578408011795723,-0.33318501016044505,-1.057840106175967,0.07461524995671565
Marquinhos,Paris S-G,23,Brazil,2017/2018,35000000.0,55000000.0,Centre-Back,fr Ligue 1,26,25,2262.0,25.1,-0.15428899428343276,1.329617641710426,-1.0294643378607529,-0.526103546283292,-0.25808146227361406
Marquinhos,Paris S-G,24,Brazil,2018/2019,60000000.0,65000000.0,Centre-Back,fr Ligue 1,30,30,2693.0,29.9,0.5127135954489264,1.8354500215003775,-0.14068919619503562,1.0429696111371198,0.5697219077086275
Marquinhos,Paris S-G,25,Brazil,2019/2020,65000000.0,52000000.0,Centre-Back,fr Ligue 1,19,15,1476.0,16.4,0.9445009773693727,1.8534103912622593,0.44793150468811666,0.260729887525228,0.8550664855175519
Marquinhos,Paris S-G,26,Brazil,2020/2021,70000000.0,75000000.0,Centre-Back,fr Ligue 1,25,24,2128.0,23.6,0.5610050747791973,1.6904468516608369,-0.3687279799709251,0.6815311289675228,0.3905515970433786
Martin Hinteregger,Augsburg,24,Austria,2017/2018,8000000.0,10000000.0,Centre-Back,de Bundesliga,30,29,2655.0,29.5,0.07485261442645015,-1.0707865567026804,0.21386025080143586,0.0392913803269575,-0.14560948357828887
Martin Hinteregger,Augsburg,25,Austria,2018/2019,10000000.0,16000000.0,Centre-Back,de Bundesliga,18,18,1575.0,17.5,0.6867061078292916,-1.1575626557174366,0.3986270809999906,-0.8426461519150117,-0.07133582244647126
Martin Hinteregger,Eint Frankfurt,26,Austria,2019/2020,12000000.0,14500000.0,Centre-Back,de Bundesliga,31,30,2721.0,30.2,1.5595004575179638,-1.0723860941632766,0.1603935562144619,-1.3126032076966165,-0.08523499757555526
Martin Hinteregger,Eint Frankfurt,27,Austria,2020/2021,18000000.0,18000000.0,Centre-Back,de Bundesliga,29,29,2527.0,28.1,0.35471021830553884,0.4298805223098291,1.3908364771339063,-0.8916755030473236,0.766927351585509
Martín Cáceres,Hellas Verona,30,Uruguay,2017/2018,4000000.0,2500000.0,Centre-Back,it Serie A,14,14,1165.0,12.9,1.6220513628696815,-1.5976667542214036,-1.6099235816570614,-0.1581559312781012,-0.9768863680812395
Martín Cáceres,Juventus,31,Uruguay,2018/2019,3500000.0,1500000.0,Centre-Back,it Serie A,9,7,628.0,7.0,-1.0666937264357854,0.9345594815726551,-0.3505571063952867,-0.7888404111723658,-0.18052678288708396
Martín Cáceres,Fiorentina,32,Uruguay,2019/2020,1500000.0,1200000.0,Centre-Back,it Serie A,27,27,2356.0,26.2,0.07245508836344987,-0.17967207493487894,-0.4050288393046656,1.0911789239557521,-0.12744628273595981
Martín Cáceres,Fiorentina,33,Uruguay,2020/2021,1500000.0,1000000.0,Centre-Back,it Serie A,29,26,2238.0,24.9,0.25410363448309564,-0.7981161279627649,-1.3071037375493035,1.0177283759496023,-0.7131925179979184
Mason Holgate,Everton,20,England,2017/2018,5000000.0,7000000.0,Centre-Back,eng Premier League,15,13,1184.0,13.2,0.23729089043687934,-1.929040486391146,-0.015696039490084933,1.1691976012241592,-0.33759474765488107
Mason Holgate,Everton,21,England,2018/2019,7000000.0,7000000.0,Centre-Back,eng Premier League,5,4,408.0,4.5,-1.013821550537113,-0.1734002242474933,0.6244432839971782,-0.9004211068586985,0.026756242670278943
Mason Holgate,Everton,22,England,2019/2020,7000000.0,13500000.0,Centre-Back,eng Premier League,27,24,2054.0,22.8,0.25045041362687087,-0.34672567773554425,0.06586627611074893,1.047958122882993,0.08861509295381835
Mason Holgate,Everton,23,England,2020/2021,18000000.0,20000000.0,Centre-Back,eng Premier League,28,26,2287.0,25.4,0.011994426128432897,-0.6786852681057036,0.13099424945082389,-0.14637091863983917,-0.11701212024573295
Mateo Musacchio,Milan,26,Argentina,2017/2018,18000000.0,12500000.0,Centre-Back,it Serie A,15,12,1202.0,13.4,-0.322567202946203,1.0499009057122668,-0.5458347714964251,-0.8813575853083726,-0.1469629982929136
Mateo Musacchio,Milan,27,Argentina,2018/2019,15000000.0,15000000.0,Centre-Back,it Serie A,29,29,2610.0,29.0,0.06918671960828603,0.6980004631398921,-1.1487981495340374,1.0495475104429464,-0.2845661999965081
Mateo Musacchio,Milan,28,Argentina,2019/2020,15000000.0,9000000.0,Centre-Back,it Serie A,18,17,1466.0,16.3,-0.6713029666431255,0.7116616296916145,-0.12504595084077766,-1.2043690494941857,-0.10573991794337259
Mateo Musacchio,Lazio,29,Argentina,2020/2021,7000000.0,2000000.0,Centre-Back,it Serie A,4,2,229.0,2.5,-0.9255308751256593,1.3202895824310492,-0.6598392084324852,1.8135214760959604,0.042675307732266854
Mateo Pavlović,Angers,27,Bosnia and Herzegovina,2017/2018,600000.0,1250000.0,Centre-Back,fr Ligue 1,24,22,1966.0,21.8,0.639248940209446,-0.7921215032174138,-1.0589400007168457,0.08632118536986912,-0.6229809165943725
Mateo Pavlović,Angers,28,Bosnia and Herzegovina,2018/2019,1250000.0,1750000.0,Centre-Back,fr Ligue 1,30,28,2490.0,27.7,0.14305095281876712,-0.5652743561528475,-0.6423922953020662,0.7197363690912576,-0.3690834568573041
Mateo Pavlović,Angers,29,Bosnia and Herzegovina,2019/2020,1500000.0,1200000.0,Centre-Back,fr Ligue 1,11,8,812.0,9.0,-0.6397182837026151,-0.5883504602312217,-0.14404096197860172,-0.4507361479241981,-0.3601394533949184
Mateo Pavlović,Angers,30,Bosnia and Herzegovina,2020/2021,1000000.0,1000000.0,Centre-Back,fr Ligue 1,14,12,1104.0,12.3,-1.3914670865296808,-0.012607488710475186,-0.13907147958883403,-0.15702624787188532,-0.2971102997386765
Matija Nastasić,Schalke 04,24,Serbia,2017/2018,12000000.0,17000000.0,Centre-Back,de Bundesliga,24,22,1989.0,22.1,-0.41277806582997023,0.30429707942861123,0.010193340108351684,0.35853821865720514,0.055108051902553634
Matija Nastasić,Schalke 04,25,Serbia,2018/2019,22000000.0,18000000.0,Centre-Back,de Bundesliga,28,28,2449.0,27.2,-0.5971000545830955,-0.49608514419091354,-0.14914765200187327,0.05335481095891544,-0.2828246391402378
Matija Nastasić,Schalke 04,26,Serbia,2019/2020,16000000.0,13000000.0,Centre-Back,de Bundesliga,16,15,1365.0,15.2,-1.0116224430729697,-0.11056420405177754,0.6306636118833173,-1.041134273538966,0.031833961113872225
Matija Nastasić,Schalke 04,27,Serbia,2020/2021,10000000.0,5000000.0,Centre-Back,de Bundesliga,15,14,1221.0,13.6,-0.3546875118544754,-0.37470991482766364,-0.4330818294855355,0.24605077046856028,-0.3388164431809989
Mats Hummels,Bayern Munich,28,Germany,2017/2018,40000000.0,60000000.0,Centre-Back,de Bundesliga,26,25,2213.0,24.6,0.6560668512231589,1.598430997132055,1.052712564552364,-0.925354491611216,0.9318386100815479
Mats Hummels,Bayern Munich,29,Germany,2018/2019,55000000.0,35000000.0,Centre-Back,de Bundesliga,21,20,1775.0,19.7,0.7748671149329053,1.6833441731110232,0.00599258142383885,-0.9354427762853051,0.4465181236010805
Mats Hummels,Dortmund,30,Germany,2019/2020,30000000.0,24000000.0,Centre-Back,de Bundesliga,31,31,2581.0,28.7,0.3375824318029553,1.1441153426343553,1.4779172851945312,0.11260007191017779,1.0868848502173156
Mats Hummels,Dortmund,31,Germany,2020/2021,20000000.0,12000000.0,Centre-Back,de Bundesliga,33,32,2813.0,31.3,0.8821544061753553,1.1818838094494202,1.3772958070603882,-2.096927751390341,0.9067492416798184
Matthias Ginter,M'Gladbach,23,Germany,2017/2018,15000000.0,25000000.0,Centre-Back,de Bundesliga,34,34,3060.0,34.0,0.7273995176445367,0.33258792765277323,-0.42141747237322574,-0.1770426981960926,-0.036156096446348346
Matthias Ginter,M'Gladbach,24,Germany,2018/2019,35000000.0,35000000.0,Centre-Back,de Bundesliga,27,27,2379.0,26.4,0.3308376001697443,0.6488303739765685,-0.8284090832417617,-0.6221251349395676,-0.26458382159523386
Matthias Ginter,M'Gladbach,25,Germany,2019/2020,35000000.0,28000000.0,Centre-Back,de Bundesliga,31,31,2780.0,30.9,0.40902381130648807,0.7995950368127809,-0.2576721776241574,-0.2851994115280828,0.10389630093428145
Matthias Ginter,M'Gladbach,26,Germany,2020/2021,32000000.0,30000000.0,Centre-Back,de Bundesliga,34,34,3060.0,34.0,0.45993094562734194,0.7413147730331718,-0.04635119346406924,-0.299505853226588,0.20119215304770083
Mattia Bani,Chievo,23,Italy,2017/2018,800000.0,2500000.0,Centre-Back,it Serie A,16,15,1317.0,14.6,-1.5545388246384266,-1.2903191619345382,0.46420556391301476,-0.5719553681754664,-0.38085336904043776
Mattia Bani,Chievo,24,Italy,2018/2019,2500000.0,2500000.0,Centre-Back,it Serie A,30,29,2610.0,29.0,-0.3756026652156248,-1.3556113146521893,0.2906826955265157,0.929014569668249,-0.1570004237153083
Mattia Bani,Bologna,25,Italy,2019/2020,3000000.0,2400000.0,Centre-Back,it Serie A,27,26,2207.0,24.5,0.1385718885074498,-0.6863888366353436,1.0694313031954226,0.8658105161774,0.4704852773327328
Mattia Bani,Parma,26,Italy,2020/2021,3200000.0,3000000.0,Centre-Back,it Serie A,15,14,1145.0,12.7,-0.6745198278203904,-0.723246804921864,1.1335107226765686,0.6320621351600239,0.3479718994507621
Maya Yoshida,Southampton,28,Japan,2017/2018,5000000.0,7000000.0,Centre-Back,eng Premier League,24,23,2051.0,22.8,0.044584774090959435,-0.6436918776219408,1.0060893052505195,0.28246125821975193,0.37705552515539364
Maya Yoshida,Southampton,29,Japan,2018/2019,7000000.0,7000000.0,Centre-Back,eng Premier League,17,17,1518.0,16.9,0.24391447802914976,-1.3970434136739287,-0.07445122917277805,0.571605032488893,-0.2927387930516094
Maya Yoshida,Sampdoria,30,Japan,2019/2020,5000000.0,4000000.0,Centre-Back,it Serie A,14,13,1187.0,13.2,-0.12641112414603276,-0.14906255190765647,-0.31722800880356994,0.9362786376533881,-0.12121344723526517
Maya Yoshida,Sampdoria,31,Japan,2020/2021,3800000.0,3200000.0,Centre-Back,it Serie A,32,25,2274.0,25.3,-0.16806747326725682,-0.12606542923815808,0.11366497939566103,-0.4927601767839226,-0.04917000628018979
Mexer,Rennes,28,Mozambique,2017/2018,4000000.0,4000000.0,Centre-Back,fr Ligue 1,17,13,1201.0,13.3,-1.3324488900778684,-0.41098211483004343,-0.33940274412567134,-1.0065830953760926,-0.572972543819636
Mexer,Rennes,29,Mozambique,2018/2019,4000000.0,4000000.0,Centre-Back,fr Ligue 1,29,29,2469.0,27.4,-0.026744866605958945,0.23095501713429567,-0.553290938477024,1.2697863597761494,-0.09593980896821702
Mexer,Bordeaux,30,Mozambique,2019/2020,4000000.0,3200000.0,Centre-Back,fr Ligue 1,19,16,1488.0,16.5,-0.21627165253049072,-0.12090695493864352,-0.11755277045956287,-0.5192852476555028,-0.17337239660956622
Mexer,Bordeaux,31,Mozambique,2020/2021,2000000.0,1200000.0,Centre-Back,fr Ligue 1,9,8,712.0,7.9,-0.6780837473126636,-0.019797573874750153,0.626280304558269,-1.1705505130359841,0.089423145409949
Michael Keane,Everton,24,England,2017/2018,18000000.0,20000000.0,Centre-Back,eng Premier League,30,29,2560.0,28.4,-0.4554358068926468,-1.063897715163404,1.3754367377241108,-0.47785386646896505,0.3056431823904109
Michael Keane,Everton,25,England,2018/2019,22000000.0,30000000.0,Centre-Back,eng Premier League,33,33,2969.0,33.0,0.13492222268412662,-0.4588835130318804,1.0341511486763992,0.855121475781831,0.5081051770610316
Michael Keane,Everton,26,England,2019/2020,30000000.0,20000000.0,Centre-Back,eng Premier League,31,28,2559.0,28.4,-0.753753867071184,-0.3531107422546976,0.6295156072731453,-0.01600666558203281,0.11181637145401736
Michael Keane,Everton,27,England,2020/2021,28000000.0,25000000.0,Centre-Back,eng Premier League,35,33,2991.0,33.2,0.04444673172009761,0.6145661778367298,0.25161288199434156,0.2411031209164903,0.31022530730601694
Milan Škriniar,Inter,22,Slovakia,2017/2018,7000000.0,45000000.0,Centre-Back,it Serie A,38,38,3420.0,38.0,0.6938125543893675,1.0006268816883754,0.05014025359454055,0.23546075264008168,0.40284480564177744
Milan Škriniar,Inter,23,Slovakia,2018/2019,50000000.0,60000000.0,Centre-Back,it Serie A,35,35,3150.0,35.0,-0.10114130099268838,1.2423461150918707,-0.3095438685468035,-0.6462554366744406,0.0760178556832186
Milan Škriniar,Inter,24,Slovakia,2019/2020,60000000.0,48000000.0,Centre-Back,it Serie A,32,30,2627.0,29.2,0.1766401337029586,1.331333253259797,-1.003153281434383,-0.11799663508963085,-0.1540469708557616
Milan Škriniar,Inter,25,Slovakia,2020/2021,50000000.0,60000000.0,Centre-Back,it Serie A,32,31,2777.0,30.9,0.2311029004423346,1.7078466473730134,-0.7576395428188166,0.20258606958624453,0.10306593245881966
Miloš Veljković,Werder Bremen,21,Serbia,2017/2018,3000000.0,6500000.0,Centre-Back,de Bundesliga,30,30,2655.0,29.5,-0.1924215541546582,-0.7777501627962062,-0.5653739440189193,-0.10984882576197653,-0.5169726284079076
Miloš Veljković,Werder Bremen,22,Serbia,2018/2019,12000000.0,8000000.0,Centre-Back,de Bundesliga,23,21,1877.0,20.9,-0.5006643785289602,0.25979189259359536,-0.3227693894352516,-0.9127197930320462,-0.26280835765177557
Miloš Veljković,Werder Bremen,23,Serbia,2019/2020,6500000.0,5200000.0,Centre-Back,de Bundesliga,24,23,2051.0,22.8,-0.2674606532691457,-0.9565048651698996,-0.26505231298749155,0.044715972932386994,-0.40729987348335384
Miloš Veljković,Werder Bremen,24,Serbia,2020/2021,5000000.0,4500000.0,Centre-Back,de Bundesliga,23,19,1723.0,19.1,-1.208641320952849,-1.1764031430959645,0.10071806864012128,1.861183999569145,-0.2389195496399433
Mouctar Diakhaby,Lyon,20,France,2017/2018,2500000.0,10000000.0,Centre-Back,fr Ligue 1,12,8,728.0,8.1,0.5020751549386858,0.3083337601153644,-0.6773572617186056,-1.0117137290634166,-0.28745529049600044
Mouctar Diakhaby,Valencia,21,France,2018/2019,15000000.0,20000000.0,Centre-Back,es La Liga,22,16,1580.0,17.6,0.39243891302087014,-0.39915249572668016,-0.6754132991635688,0.6175624380211162,-0.3168726927582123
Mouctar Diakhaby,Valencia,22,France,2019/2020,30000000.0,17500000.0,Centre-Back,es La Liga,21,15,1444.0,16.0,-0.14754913244887394,0.4741577228057391,-0.45199207535329033,0.45212243200274504,-0.084376733642267
Mouctar Diakhaby,Valencia,23,France,2020/2021,15000000.0,10000000.0,Centre-Back,es La Liga,26,24,2079.0,23.1,-0.1978941076727726,-0.3541449309869473,-0.2846485598232804,0.26575918180925895,-0.23396871062836702
Moussa Niakhate,Metz,21,France,2017/2018,400000.0,5000000.0,Centre-Back,fr Ligue 1,35,34,3105.0,34.5,-0.04036387102048248,-0.8746821875352371,-0.10511796596973569,-0.2466604919100481,-0.3019501597127543
Moussa Niakhate,Mainz 05,22,France,2018/2019,6000000.0,14000000.0,Centre-Back,de Bundesliga,33,32,2789.0,31.0,0.03133939424374052,-0.3641067459273649,-0.25672776929050634,-0.8533813927643561,-0.30002780126696893
Moussa Niakhate,Mainz 05,23,France,2019/2020,14000000.0,11000000.0,Centre-Back,de Bundesliga,33,33,2970.0,33.0,-0.021150609078114686,-0.6627153319316502,0.591273482443146,5.681067499706886,0.6948920668476319
