ID,Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,GA,GA/90,SoTA,SoTA/90,PSxG-GA,PSxG-GA/90,Save%,CS%,CrossAtt,CrossAtt/90,CrossStop%,PKAtt,PKAtt/90,PKSave%,ActOutPA,ActOutPA/90,SPassAtt,SPassAtt/90,SPassCmp,SPassCmp/90,LPassAtt,LPassAtt/90,LPassCmp,LPassCmp/90,SPass%,LPass%,PPM,On-Off
357117,Alban Lafont,Toulouse,18,France,2017/2018,8000000,18000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,54.0,1.42,161.0,4.2368421052631575,-1.4,-0.04,70.2,31.6,448.0,11.789473684210526,9.2,6.0,0.15789473684210525,0.0,44.0,1.16,234.0,6.157894736842105,229.0,6.026315789473684,709.0,18.657894736842106,326.0,8.578947368421053,97.9,46.0,0.97,
357117,Alban Lafont,Fiorentina,19,France,2018/2019,13000000,17000000,Goalkeeper,it Serie A,34,34,3015.0,33.5,40.0,1.19,118.0,3.5223880597014925,-3.5,-0.1,70.3,26.5,348.0,10.388059701492537,6.6,5.0,0.14925373134328357,16.7,28.0,0.84,330.0,9.850746268656716,321.0,9.582089552238806,596.0,17.791044776119403,271.0,8.08955223880597,97.3,45.5,1.15,0.31
357117,Alban Lafont,Nantes,20,France,2019/2020,12000000,11000000,Goalkeeper,fr Ligue 1,27,27,2430.0,27.0,29.0,1.07,91.0,3.3703703703703702,-3.6,-0.13,71.4,37.0,222.0,8.222222222222221,6.8,3.0,0.1111111111111111,40.0,23.0,0.85,242.0,8.962962962962964,239.0,8.851851851851851,548.0,20.296296296296298,222.0,8.222222222222221,98.8,40.5,1.37,0.93
357117,Alban Lafont,Nantes,21,France,2020/2021,12500000,10000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,55.0,1.45,158.0,4.157894736842105,-1.7,-0.04,71.5,13.2,327.0,8.605263157894736,7.3,10.0,0.2631578947368421,16.7,25.0,0.66,267.0,7.026315789473684,263.0,6.921052631578948,774.0,20.36842105263158,307.0,8.078947368421053,98.5,39.7,1.05,
12907,Alessio Cragno,Cagliari,23,Italy,2017/2018,3500000,9000000,Goalkeeper,it Serie A,29,29,2536.0,28.2,47.0,1.67,121.0,4.290780141843972,-2.7,-0.1,66.1,24.1,285.0,10.106382978723405,8.4,6.0,0.2127659574468085,25.0,13.0,0.46,156.0,5.531914893617022,147.0,5.212765957446809,534.0,18.93617021276596,259.0,9.184397163120568,94.2,48.5,0.9,-0.72
12907,Alessio Cragno,Cagliari,24,Italy,2018/2019,13000000,20000000,Goalkeeper,it Serie A,38,38,3420.0,38.0,54.0,1.42,195.0,5.131578947368421,4.3,0.11,76.4,18.4,449.0,11.81578947368421,7.6,8.0,0.21052631578947367,20.0,11.0,0.29,281.0,7.394736842105263,274.0,7.2105263157894735,846.0,22.263157894736842,418.0,11.0,97.5,49.4,1.08,
12907,Alessio Cragno,Cagliari,25,Italy,2019/2020,20000000,16000000,Goalkeeper,it Serie A,16,16,1440.0,16.0,21.0,1.31,86.0,5.375,3.6,0.23,76.7,18.8,176.0,11.0,8.0,1.0,0.0625,50.0,5.0,0.31,101.0,6.3125,98.0,6.125,292.0,18.25,126.0,7.875,97.0,43.2,0.75,-0.68
12907,Alessio Cragno,Cagliari,26,Italy,2020/2021,20000000,20000000,Goalkeeper,it Serie A,34,34,3060.0,34.0,53.0,1.56,177.0,5.205882352941177,2.2,0.06,72.9,17.6,320.0,9.411764705882353,9.7,5.0,0.14705882352941177,0.0,15.0,0.44,206.0,6.0588235294117645,205.0,6.029411764705882,570.0,16.764705882352942,276.0,8.117647058823529,99.5,48.4,0.82,-1.03
95976,Alex McCarthy,Southampton,27,England,2017/2018,3000000,2500000,Goalkeeper,eng Premier League,18,18,1620.0,18.0,26.0,1.44,67.0,3.7222222222222223,-4.2,-0.23,62.7,22.2,205.0,11.38888888888889,9.3,1.0,0.05555555555555555,0.0,5.0,0.28,60.0,3.3333333333333335,58.0,3.2222222222222223,385.0,21.38888888888889,132.0,7.333333333333333,96.7,34.3,0.94,0.0
95976,Alex McCarthy,Southampton,28,England,2018/2019,4000000,5000000,Goalkeeper,eng Premier League,25,25,2250.0,25.0,44.0,1.76,116.0,4.64,-3.2,-0.13,63.8,16.0,250.0,10.0,8.8,2.0,0.08,0.0,12.0,0.48,140.0,5.6,137.0,5.48,485.0,19.4,170.0,6.8,97.9,35.1,0.92,-0.33
95976,Alex McCarthy,Southampton,29,England,2019/2020,5000000,4000000,Goalkeeper,eng Premier League,28,28,2520.0,28.0,35.0,1.25,110.0,3.9285714285714284,6.5,0.23,69.1,25.0,258.0,9.214285714285714,7.8,1.0,0.03571428571428571,50.0,14.0,0.5,149.0,5.321428571428571,146.0,5.214285714285714,609.0,21.75,244.0,8.714285714285714,98.0,40.1,1.57,1.85
95976,Alex McCarthy,Southampton,30,England,2020/2021,6500000,5000000,Goalkeeper,eng Premier League,30,30,2700.0,30.0,57.0,1.9,141.0,4.7,-8.1,-0.27,63.8,23.3,239.0,7.966666666666667,9.2,6.0,0.2,0.0,20.0,0.67,287.0,9.566666666666666,284.0,9.466666666666667,585.0,19.5,209.0,6.966666666666667,99.0,35.7,1.03,-0.54
240414,Alex Meret,SPAL,20,Italy,2017/2018,4000000,12000000,Goalkeeper,it Serie A,13,13,1158.0,12.9,16.0,1.24,56.0,4.341085271317829,5.4,0.42,76.8,30.8,132.0,10.232558139534884,9.8,3.0,0.23255813953488372,40.0,3.0,0.23,76.0,5.891472868217054,73.0,5.658914728682171,257.0,19.92248062015504,112.0,8.682170542635658,96.1,43.6,1.0,-0.14
240414,Alex Meret,Napoli,21,Italy,2018/2019,16000000,25000000,Goalkeeper,it Serie A,14,13,1151.0,12.8,9.0,0.7,47.0,3.671875,2.3,0.18,85.1,38.5,114.0,8.90625,6.1,2.0,0.15625,0.0,6.0,0.47,146.0,11.40625,144.0,11.25,182.0,14.21875,94.0,7.34375,98.6,51.6,2.21,0.73
240414,Alex Meret,Napoli,22,Italy,2019/2020,30000000,28000000,Goalkeeper,it Serie A,22,21,1951.0,21.7,33.0,1.52,76.0,3.5023041474654377,-4.3,-0.2,63.2,14.3,153.0,7.050691244239632,5.2,5.0,0.2304147465437788,16.7,6.0,0.28,216.0,9.953917050691244,216.0,9.953917050691244,211.0,9.723502304147466,119.0,5.483870967741936,100.0,56.4,1.45,-0.46
240414,Alex Meret,Napoli,23,Italy,2020/2021,25000000,20000000,Goalkeeper,it Serie A,22,22,1980.0,22.0,29.0,1.32,79.0,3.590909090909091,-5.2,-0.23,65.8,27.3,149.0,6.7727272727272725,10.1,2.0,0.09090909090909091,0.0,6.0,0.27,260.0,11.818181818181818,255.0,11.590909090909092,207.0,9.409090909090908,145.0,6.590909090909091,98.1,70.0,2.0,-0.22
195778,Alexander Nübel,Schalke 04,20,Germany,2017/2018,300000,500000,Goalkeeper,de Bundesliga,1,0,45.0,0.5,0.0,0.0,2.0,4.0,0.4,0.75,100.0,,5.0,10.0,0.0,0.0,0.0,,0.0,0.0,5.0,10.0,5.0,10.0,17.0,34.0,10.0,20.0,100.0,58.8,3.0,-0.48
195778,Alexander Nübel,Schalke 04,21,Germany,2018/2019,2500000,12000000,Goalkeeper,de Bundesliga,18,18,1588.0,17.6,29.0,1.64,77.0,4.375,-0.6,-0.03,66.2,22.2,145.0,8.238636363636363,6.9,3.0,0.17045454545454544,25.0,5.0,0.28,131.0,7.4431818181818175,130.0,7.386363636363636,364.0,20.68181818181818,190.0,10.795454545454545,99.2,52.2,1.0,-0.08
195778,Alexander Nübel,Schalke 04,22,Germany,2019/2020,16000000,9500000,Goalkeeper,de Bundesliga,26,26,2315.0,25.7,40.0,1.56,114.0,4.43579766536965,-0.9,-0.03,68.4,23.1,214.0,8.326848249027238,4.7,4.0,0.1556420233463035,0.0,16.0,0.62,334.0,12.996108949416342,331.0,12.879377431906615,557.0,21.673151750972764,273.0,10.622568093385214,99.1,49.0,1.27,0.98
195778,Alexander Nübel,Bayern Munich,23,Germany,2020/2021,8000000,6000000,Goalkeeper,de Bundesliga,1,1,90.0,1.0,2.0,2.0,4.0,4.0,-0.1,-0.11,50.0,0.0,10.0,10.0,0.0,0.0,0.0,,0.0,0.0,15.0,15.0,15.0,15.0,13.0,13.0,11.0,11.0,100.0,84.6,1.0,-1.67
93763,Alexander Schwolow,Freiburg,25,Germany,2017/2018,4000000,6000000,Goalkeeper,de Bundesliga,33,33,2906.0,32.3,53.0,1.64,142.0,4.396284829721362,-4.5,-0.14,65.5,27.3,326.0,10.092879256965945,5.8,4.0,0.12383900928792571,0.0,30.0,0.93,334.0,10.340557275541796,333.0,10.309597523219814,891.0,27.585139318885453,407.0,12.600619195046441,99.7,45.7,1.06,-1.36
93763,Alexander Schwolow,Freiburg,26,Germany,2018/2019,7000000,9000000,Goalkeeper,de Bundesliga,33,33,2970.0,33.0,60.0,1.82,162.0,4.909090909090909,-5.4,-0.16,67.3,15.2,343.0,10.393939393939394,4.7,7.0,0.21212121212121213,0.0,19.0,0.58,330.0,10.0,324.0,9.818181818181818,875.0,26.515151515151516,439.0,13.303030303030303,98.2,50.2,1.0,-4.58
93763,Alexander Schwolow,Freiburg,27,Germany,2019/2020,9000000,7000000,Goalkeeper,de Bundesliga,24,24,2091.0,23.2,32.0,1.38,114.0,4.913793103448276,-0.8,-0.03,74.6,16.7,214.0,9.224137931034482,6.5,3.0,0.12931034482758622,0.0,10.0,0.43,314.0,13.53448275862069,310.0,13.362068965517242,572.0,24.655172413793103,266.0,11.465517241379311,98.7,46.5,1.38,-0.09
93763,Alexander Schwolow,Hertha BSC,28,Germany,2020/2021,8000000,5000000,Goalkeeper,de Bundesliga,26,26,2340.0,26.0,39.0,1.5,103.0,3.9615384615384617,-2.1,-0.08,68.0,30.8,228.0,8.76923076923077,6.1,6.0,0.23076923076923078,0.0,12.0,0.46,336.0,12.923076923076923,335.0,12.884615384615385,477.0,18.346153846153847,287.0,11.038461538461538,99.7,60.2,1.08,0.56
163568,Alfred Gomis,SPAL,23,Senegal,2017/2018,1800000,3000000,Goalkeeper,it Serie A,26,25,2261.0,25.1,43.0,1.71,136.0,5.418326693227091,2.3,0.09,72.8,12.0,257.0,10.239043824701195,5.4,6.0,0.2390438247011952,14.3,12.0,0.48,165.0,6.573705179282868,163.0,6.49402390438247,552.0,21.99203187250996,230.0,9.163346613545816,98.8,41.7,0.96,0.14
163568,Alfred Gomis,SPAL,24,Senegal,2018/2019,3000000,2000000,Goalkeeper,it Serie A,20,19,1724.0,19.2,27.0,1.41,76.0,3.9583333333333335,-2.6,-0.14,65.8,31.6,159.0,8.28125,6.9,1.0,0.052083333333333336,0.0,8.0,0.42,235.0,12.239583333333334,230.0,11.979166666666668,376.0,19.583333333333336,180.0,9.375,97.9,47.9,0.9,-0.63
163568,Alfred Gomis,Dijon,25,Senegal,2019/2020,3000000,2400000,Goalkeeper,fr Ligue 1,19,19,1619.0,18.0,20.0,1.11,83.0,4.611111111111111,3.4,0.19,77.1,31.6,191.0,10.61111111111111,14.1,1.0,0.05555555555555555,0.0,5.0,0.28,218.0,12.11111111111111,217.0,12.055555555555555,432.0,24.0,221.0,12.277777777777779,99.5,51.2,1.32,0.84
163568,Alfred Gomis,Rennes,26,Senegal,2020/2021,9000000,7000000,Goalkeeper,fr Ligue 1,22,22,1980.0,22.0,25.0,1.14,73.0,3.3181818181818183,0.3,0.01,69.9,22.7,158.0,7.181818181818182,10.8,3.0,0.13636363636363635,0.0,17.0,0.77,259.0,11.772727272727273,257.0,11.681818181818182,279.0,12.681818181818182,149.0,6.7727272727272725,99.2,53.4,1.18,-0.64
105470,Alisson,Roma,24,Brazil,2017/2018,7000000,60000000,Goalkeeper,it Serie A,37,37,3330.0,37.0,28.0,0.76,135.0,3.6486486486486487,10.8,0.29,81.5,45.9,306.0,8.27027027027027,8.2,3.0,0.08108108108108109,40.0,49.0,1.32,444.0,12.0,436.0,11.783783783783784,631.0,17.054054054054053,423.0,11.432432432432432,98.2,67.0,2.0,-0.14
105470,Alisson,Liverpool,25,Brazil,2018/2019,65000000,80000000,Goalkeeper,eng Premier League,38,38,3420.0,38.0,22.0,0.58,96.0,2.526315789473684,5.8,0.15,77.1,55.3,272.0,7.157894736842105,8.1,0.0,0.0,,39.0,1.03,578.0,15.210526315789474,570.0,15.0,572.0,15.052631578947368,362.0,9.526315789473685,98.6,63.3,2.55,
105470,Alisson,Liverpool,26,Brazil,2019/2020,90000000,72000000,Goalkeeper,eng Premier League,29,29,2543.0,28.3,23.0,0.81,79.0,2.791519434628975,0.6,0.02,72.2,44.8,197.0,6.96113074204947,8.1,1.0,0.0353356890459364,0.0,37.0,1.31,356.0,12.579505300353357,352.0,12.43816254416961,417.0,14.734982332155477,290.0,10.247349823321555,98.9,69.5,2.48,-0.09
105470,Alisson,Liverpool,27,Brazil,2020/2021,80000000,60000000,Goalkeeper,eng Premier League,33,33,2970.0,33.0,32.0,0.97,111.0,3.3636363636363638,5.9,0.18,74.8,30.3,218.0,6.606060606060606,10.1,4.0,0.12121212121212122,20.0,44.0,1.33,536.0,16.242424242424242,526.0,15.93939393939394,436.0,13.212121212121213,280.0,8.484848484848484,98.1,64.2,1.88,0.79
120629,Alphonse Areola,Paris S-G,24,France,2017/2018,10000000,15000000,Goalkeeper,fr Ligue 1,34,34,3060.0,34.0,25.0,0.74,106.0,3.1176470588235294,1.0,0.03,77.4,50.0,299.0,8.794117647058824,8.0,1.0,0.029411764705882353,50.0,31.0,0.91,311.0,9.147058823529411,308.0,9.058823529411764,148.0,4.352941176470588,94.0,2.764705882352941,99.0,63.5,2.47,1.49
120629,Alphonse Areola,Paris S-G,25,France,2018/2019,15000000,17500000,Goalkeeper,fr Ligue 1,21,21,1890.0,21.0,17.0,0.81,63.0,3.0,3.8,0.18,79.4,52.4,172.0,8.19047619047619,3.5,4.0,0.19047619047619047,0.0,14.0,0.67,238.0,11.333333333333334,235.0,11.19047619047619,194.0,9.238095238095237,127.0,6.0476190476190474,98.7,65.5,2.43,-0.07
120629,Alphonse Areola,Real Madrid,26,France,2019/2020,16000000,13000000,Goalkeeper,es La Liga,4,4,360.0,4.0,5.0,1.25,13.0,3.25,-0.2,-0.06,76.9,25.0,39.0,9.75,2.6,2.0,0.5,0.0,5.0,1.25,61.0,15.25,61.0,15.25,53.0,13.25,32.0,8.0,100.0,60.4,2.5,0.07
120629,Alphonse Areola,Fulham,27,France,2020/2021,13000000,17000000,Goalkeeper,eng Premier League,36,36,3240.0,36.0,48.0,1.33,156.0,4.333333333333333,7.6,0.21,73.1,25.0,325.0,9.027777777777779,9.8,6.0,0.16666666666666666,0.0,20.0,0.56,254.0,7.055555555555555,251.0,6.972222222222222,509.0,14.13888888888889,248.0,6.888888888888889,98.8,48.7,0.78,1.92
35865,Andrea Consigli,Sassuolo,30,Italy,2017/2018,8000000,5000000,Goalkeeper,it Serie A,37,37,3316.0,36.8,58.0,1.57,172.0,4.673913043478262,-4.9,-0.13,67.4,27.0,411.0,11.168478260869566,8.8,2.0,0.05434782608695653,33.3,19.0,0.52,259.0,7.03804347826087,259.0,7.03804347826087,732.0,19.89130434782609,380.0,10.32608695652174,100.0,51.9,1.16,0.08
35865,Andrea Consigli,Sassuolo,31,Italy,2018/2019,5000000,4000000,Goalkeeper,it Serie A,36,36,3213.0,35.7,57.0,1.6,144.0,4.033613445378151,-5.7,-0.16,63.2,33.3,369.0,10.336134453781511,6.5,4.0,0.11204481792717086,42.9,18.0,0.5,385.0,10.784313725490195,377.0,10.560224089635854,641.0,17.955182072829132,326.0,9.131652661064425,97.9,50.9,1.17,0.73
35865,Andrea Consigli,Sassuolo,32,Italy,2019/2020,3500000,2800000,Goalkeeper,it Serie A,31,31,2790.0,31.0,55.0,1.77,140.0,4.516129032258065,-2.4,-0.08,65.7,16.1,291.0,9.387096774193548,8.6,7.0,0.22580645161290322,12.5,20.0,0.65,277.0,8.935483870967742,271.0,8.741935483870968,426.0,13.741935483870968,216.0,6.967741935483871,97.8,50.7,1.32,-0.33
35865,Andrea Consigli,Sassuolo,33,Italy,2020/2021,3000000,3000000,Goalkeeper,it Serie A,37,37,3330.0,37.0,56.0,1.51,180.0,4.864864864864865,2.5,0.07,71.1,18.9,327.0,8.837837837837839,8.9,4.0,0.10810810810810811,20.0,26.0,0.7,438.0,11.837837837837839,432.0,11.675675675675675,569.0,15.378378378378379,323.0,8.72972972972973,98.6,56.8,1.65,0.22
41323,Andreas Luthe,Augsburg,30,Germany,2017/2018,500000,500000,Goalkeeper,de Bundesliga,2,2,180.0,2.0,4.0,2.0,6.0,3.0,-0.6,-0.31,50.0,0.0,20.0,10.0,20.0,1.0,0.5,0.0,3.0,1.5,31.0,15.5,31.0,15.5,43.0,21.5,27.0,13.5,100.0,62.8,0.5,-0.97
41323,Andreas Luthe,Augsburg,31,Germany,2018/2019,1000000,700000,Goalkeeper,de Bundesliga,15,14,1311.0,14.6,22.0,1.51,77.0,5.273972602739726,1.3,0.09,71.4,14.3,106.0,7.26027397260274,4.7,0.0,0.0,,7.0,0.48,170.0,11.643835616438356,170.0,11.643835616438356,287.0,19.65753424657534,143.0,9.794520547945206,100.0,49.8,1.13,1.63
41323,Andreas Luthe,Augsburg,32,Germany,2019/2020,500000,400000,Goalkeeper,de Bundesliga,10,10,900.0,10.0,12.0,1.2,35.0,3.5,3.0,0.3,65.7,30.0,113.0,11.3,10.6,0.0,0.0,,4.0,0.4,149.0,14.9,148.0,14.8,235.0,23.5,113.0,11.3,99.3,48.1,1.2,0.47
41323,Andreas Luthe,Union Berlin,33,Germany,2020/2021,900000,900000,Goalkeeper,de Bundesliga,31,31,2768.0,30.8,42.0,1.37,123.0,3.9935064935064934,0.1,0.0,69.1,16.1,237.0,7.694805194805195,6.8,4.0,0.12987012987012986,20.0,11.0,0.36,371.0,12.045454545454545,363.0,11.785714285714285,621.0,20.162337662337663,309.0,10.032467532467532,97.8,49.8,1.45,-0.11
57522,Andrés Fernández,Villarreal,30,Spain,2017/2018,1500000,800000,Goalkeeper,es La Liga,3,3,225.0,2.5,6.0,2.4,15.0,6.0,-0.7,-0.28,66.7,0.0,25.0,10.0,12.0,1.0,0.4,0.0,1.0,0.4,18.0,7.2,17.0,6.8,28.0,11.2,11.0,4.4,94.4,39.3,0.33,-1.91
57522,Andrés Fernández,Villarreal,31,Spain,2018/2019,800000,1500000,Goalkeeper,es La Liga,6,6,540.0,6.0,7.0,1.17,22.0,3.6666666666666665,1.6,0.26,72.7,33.3,70.0,11.666666666666666,7.1,1.0,0.16666666666666666,0.0,6.0,1.0,57.0,9.5,57.0,9.5,123.0,20.5,69.0,11.5,100.0,56.1,1.83,0.49
57522,Andrés Fernández,Villarreal,32,Spain,2019/2020,1000000,800000,Goalkeeper,es La Liga,4,4,360.0,4.0,8.0,2.0,17.0,4.25,-0.2,-0.04,70.6,25.0,46.0,11.5,4.3,3.0,0.75,0.0,1.0,0.25,65.0,16.25,64.0,16.0,64.0,16.0,32.0,8.0,98.5,50.0,1.0,0.43
57522,Andrés Fernández,Huesca,33,Spain,2020/2021,600000,600000,Goalkeeper,es La Liga,16,16,1440.0,16.0,21.0,1.31,50.0,3.125,-3.1,-0.19,64.0,25.0,167.0,10.4375,7.8,3.0,0.1875,0.0,7.0,0.44,184.0,11.5,183.0,11.4375,305.0,19.0625,127.0,7.9375,99.5,41.6,0.88,0.0
60561,Anthony Lopes,Lyon,26,Portugal,2017/2018,14000000,20000000,Goalkeeper,fr Ligue 1,34,34,3060.0,34.0,37.0,1.09,135.0,3.9705882352941178,1.8,0.05,76.3,41.2,365.0,10.735294117647058,7.9,5.0,0.14705882352941177,28.6,18.0,0.53,323.0,9.5,321.0,9.441176470588236,400.0,11.764705882352942,223.0,6.5588235294117645,99.4,55.8,2.09,0.46
60561,Anthony Lopes,Lyon,27,Portugal,2018/2019,20000000,25000000,Goalkeeper,fr Ligue 1,34,34,3060.0,34.0,42.0,1.24,131.0,3.8529411764705883,-3.2,-0.1,71.8,26.5,248.0,7.294117647058823,4.8,5.0,0.14705882352941177,0.0,15.0,0.44,432.0,12.705882352941176,429.0,12.617647058823529,526.0,15.470588235294118,315.0,9.264705882352942,99.3,59.9,1.85,-0.16
60561,Anthony Lopes,Lyon,28,Portugal,2019/2020,22000000,17500000,Goalkeeper,fr Ligue 1,26,26,2340.0,26.0,25.0,0.96,85.0,3.269230769230769,2.0,0.08,72.9,30.8,220.0,8.461538461538462,7.3,2.0,0.07692307692307693,0.0,15.0,0.58,334.0,12.846153846153847,333.0,12.807692307692308,367.0,14.115384615384615,226.0,8.692307692307692,99.7,61.6,1.42,-0.5
60561,Anthony Lopes,Lyon,29,Portugal,2020/2021,19000000,14000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,43.0,1.13,130.0,3.4210526315789473,2.2,0.06,70.8,28.9,308.0,8.105263157894736,5.2,5.0,0.13157894736842105,28.6,39.0,1.03,442.0,11.631578947368421,438.0,11.526315789473685,570.0,15.0,372.0,9.789473684210526,99.1,65.3,2.0,
22141,Antonio Mirante,Bologna,34,Italy,2017/2018,2000000,1000000,Goalkeeper,it Serie A,33,33,2970.0,33.0,46.0,1.39,143.0,4.333333333333333,-1.4,-0.04,69.2,21.2,403.0,12.212121212121213,6.9,2.0,0.06060606060606061,0.0,31.0,0.94,304.0,9.212121212121213,298.0,9.030303030303031,854.0,25.87878787878788,492.0,14.909090909090908,98.0,57.6,1.06,0.1
22141,Antonio Mirante,Roma,35,Italy,2018/2019,800000,800000,Goalkeeper,it Serie A,11,11,990.0,11.0,6.0,0.55,36.0,3.272727272727273,4.4,0.4,83.3,54.5,120.0,10.909090909090908,6.7,0.0,0.0,100.0,6.0,0.55,97.0,8.818181818181818,96.0,8.727272727272727,216.0,19.636363636363637,113.0,10.272727272727273,99.0,52.3,2.0,0.61
22141,Antonio Mirante,Roma,36,Italy,2019/2020,800000,650000,Goalkeeper,it Serie A,5,5,450.0,5.0,5.0,1.0,22.0,4.4,0.7,0.14,81.8,40.0,50.0,10.0,8.0,1.0,0.2,0.0,4.0,0.8,73.0,14.6,72.0,14.4,81.0,16.2,50.0,10.0,98.6,61.7,1.4,-0.79
22141,Antonio Mirante,Roma,37,Italy,2020/2021,650000,1000000,Goalkeeper,it Serie A,13,13,1153.0,12.8,19.0,1.48,54.0,4.21875,-3.1,-0.24,68.5,38.5,112.0,8.75,1.8,2.0,0.15625,33.3,15.0,1.17,165.0,12.890625,160.0,12.5,202.0,15.78125,113.0,8.828125,97.0,55.9,1.62,-0.16
190786,Baptiste Reynet,Dijon,26,France,2017/2018,3000000,5000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,73.0,1.92,198.0,5.2105263157894735,4.7,0.12,68.7,13.2,446.0,11.736842105263158,10.5,11.0,0.2894736842105263,21.4,48.0,1.26,412.0,10.842105263157896,406.0,10.68421052631579,808.0,21.263157894736842,433.0,11.394736842105264,98.5,53.6,1.26,
190786,Baptiste Reynet,Toulouse,27,France,2018/2019,5000000,5000000,Goalkeeper,fr Ligue 1,31,31,2704.0,30.0,46.0,1.53,140.0,4.666666666666667,-4.2,-0.14,70.0,19.4,321.0,10.7,8.1,4.0,0.13333333333333333,20.0,24.0,0.8,286.0,9.533333333333333,281.0,9.366666666666667,706.0,23.533333333333335,345.0,11.5,98.3,48.9,0.94,-0.41
190786,Baptiste Reynet,Toulouse,28,France,2019/2020,4000000,2400000,Goalkeeper,fr Ligue 1,23,22,2035.0,22.6,49.0,2.17,112.0,4.95575221238938,-6.9,-0.3,58.9,9.1,248.0,10.973451327433628,6.5,3.0,0.1327433628318584,40.0,24.0,1.06,204.0,9.02654867256637,202.0,8.938053097345133,588.0,26.017699115044245,264.0,11.681415929203538,99.0,44.9,0.52,0.48
190786,Baptiste Reynet,Nîmes,29,France,2020/2021,2500000,2000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,71.0,1.87,192.0,5.052631578947368,-7.2,-0.19,66.1,21.1,362.0,9.526315789473685,5.2,6.0,0.15789473684210525,33.3,27.0,0.71,542.0,14.263157894736842,540.0,14.210526315789474,928.0,24.42105263157895,412.0,10.842105263157896,99.6,44.4,0.92,
208166,Bartłomiej Drągowski,Fiorentina,19,Poland,2017/2018,3000000,2000000,Goalkeeper,it Serie A,3,1,217.0,2.4,8.0,3.32,18.0,7.5,-2.1,-0.86,55.6,0.0,20.0,8.333333333333334,5.0,0.0,0.0,,1.0,0.42,13.0,5.416666666666667,11.0,4.583333333333334,27.0,11.25,10.0,4.166666666666667,84.6,37.0,0.0,-2.44
208166,Bartłomiej Drągowski,Empoli,20,Poland,2018/2019,1500000,10000000,Goalkeeper,it Serie A,14,14,1260.0,14.0,24.0,1.71,91.0,6.5,2.1,0.15,76.9,21.4,157.0,11.214285714285714,4.5,3.0,0.21428571428571427,25.0,9.0,0.64,154.0,11.0,149.0,10.642857142857142,286.0,20.428571428571427,130.0,9.285714285714286,96.8,45.5,1.21,0.57
208166,Bartłomiej Drągowski,Fiorentina,21,Poland,2019/2020,14000000,11000000,Goalkeeper,it Serie A,31,31,2790.0,31.0,43.0,1.39,131.0,4.225806451612903,0.1,0.0,71.8,25.8,287.0,9.258064516129032,6.6,6.0,0.1935483870967742,25.0,14.0,0.45,283.0,9.129032258064516,279.0,9.0,489.0,15.774193548387096,238.0,7.67741935483871,98.6,48.7,1.06,-1.65
208166,Bartłomiej Drągowski,Fiorentina,22,Poland,2020/2021,15000000,16000000,Goalkeeper,it Serie A,36,36,3148.0,35.0,55.0,1.57,128.0,3.657142857142857,-0.6,-0.02,63.3,22.2,335.0,9.571428571428571,7.2,8.0,0.22857142857142856,20.0,17.0,0.49,257.0,7.3428571428571425,248.0,7.085714285714285,672.0,19.2,314.0,8.971428571428572,96.5,46.7,1.05,0.38
127181,Benjamin Lecomte,Montpellier,26,France,2017/2018,2500000,6000000,Goalkeeper,fr Ligue 1,38,38,3420.0,38.0,33.0,0.87,121.0,3.1842105263157894,4.9,0.13,76.9,36.8,336.0,8.842105263157896,13.7,5.0,0.13157894736842105,0.0,18.0,0.47,217.0,5.7105263157894735,212.0,5.578947368421052,618.0,16.263157894736842,312.0,8.210526315789474,97.7,50.5,1.34,
127181,Benjamin Lecomte,Montpellier,27,France,2018/2019,8000000,17000000,Goalkeeper,fr Ligue 1,37,37,3330.0,37.0,42.0,1.14,136.0,3.675675675675676,1.7,0.05,71.3,29.7,307.0,8.297297297297296,7.2,3.0,0.08108108108108109,25.0,26.0,0.7,279.0,7.54054054054054,274.0,7.405405405405405,910.0,24.594594594594593,489.0,13.216216216216216,98.2,53.7,1.57,0.3
127181,Benjamin Lecomte,Monaco,28,France,2019/2020,14000000,11000000,Goalkeeper,fr Ligue 1,28,28,2520.0,28.0,44.0,1.57,132.0,4.714285714285714,-1.9,-0.07,71.2,25.0,250.0,8.928571428571429,10.4,6.0,0.21428571428571427,0.0,12.0,0.43,270.0,9.642857142857142,268.0,9.571428571428571,482.0,17.214285714285715,270.0,9.642857142857142,99.3,56.0,1.43,
127181,Benjamin Lecomte,Monaco,29,France,2020/2021,11000000,10000000,Goalkeeper,fr Ligue 1,28,28,2520.0,28.0,27.0,0.96,62.0,2.2142857142857144,-6.8,-0.24,61.3,46.4,196.0,7.0,5.6,3.0,0.10714285714285714,0.0,36.0,1.29,331.0,11.821428571428571,330.0,11.785714285714286,508.0,18.142857142857142,272.0,9.714285714285714,99.7,53.5,2.11,0.54
