Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating
Daniel Ginczek,Wolfsburg,29,Germany,2020/2021,7000000.0,2000000.0,Centre-Forward,de Bundesliga,11,1,215.0,2.4,-0.704568916585677,0.6666666666666607
Danny Ings,Liverpool,25,England,2017/2018,8000000.0,8000000.0,Centre-Forward,eng Premier League,8,3,267.0,3.0,-0.0893124553033814,1.150000000000003
Danny Ings,Southampton,26,England,2018/2019,10000000.0,15000000.0,Centre-Forward,eng Premier League,24,23,1651.0,18.3,-0.2232432864493722,-0.5000000000000001
Danny Ings,Southampton,27,England,2019/2020,18000000.0,17500000.0,Centre-Forward,eng Premier League,38,32,2804.0,31.2,0.3858947462299449,-0.2249999999999936
Danny Ings,Southampton,28,England,2020/2021,20000000.0,22000000.0,Centre-Forward,eng Premier League,29,26,2173.0,24.1,0.0187557370105916,-0.5250000000000021
Danny Welbeck,Arsenal,26,England,2017/2018,15000000.0,15000000.0,Centre-Forward,eng Premier League,28,12,1194.0,13.3,0.184644594169093,0.5750000000000041
Danny Welbeck,Arsenal,27,England,2018/2019,15000000.0,12000000.0,Centre-Forward,eng Premier League,8,1,153.0,1.7,0.8984280085531147,0.5500000000000017
Danny Welbeck,Watford,28,England,2019/2020,9000000.0,5500000.0,Centre-Forward,eng Premier League,18,8,822.0,9.1,-0.3838291515571637,-0.6999999999999945
Danny Welbeck,Brighton,29,England,2020/2021,5000000.0,4000000.0,Centre-Forward,eng Premier League,24,17,1545.0,17.2,-0.3449590102683248,-0.1500000000000023
Davie Selke,Hertha,22,Germany,2017/2018,6000000.0,12000000.0,Centre-Forward,de Bundesliga,27,19,1886.0,21.0,0.0371497372345346,-0.0833333333333419
Davie Selke,Hertha,23,Germany,2018/2019,15000000.0,18000000.0,Centre-Forward,de Bundesliga,30,16,1739.0,19.3,-0.4521453983037002,-0.2222222222222292
Davie Selke,Hertha,24,Germany,2019/2020,15000000.0,8000000.0,Centre-Forward,de Bundesliga,19,10,960.0,10.7,-0.5046529834159716,-0.3055555555555669
Davie Selke,Werder Bremen,25,Germany,2020/2021,5000000.0,2800000.0,Centre-Forward,de Bundesliga,23,7,813.0,9.0,-0.2758912728899416,-0.5833333333333393
Diego Costa,Ath Madrid,28,Spain,2017/2018,50000000.0,60000000.0,Centre-Forward,es La Liga,15,13,1034.0,11.5,0.0403223082311102,0.9000000000000025
Diego Costa,Ath Madrid,29,Spain,2018/2019,40000000.0,25000000.0,Centre-Forward,es La Liga,16,14,1112.0,12.4,-0.3550800435936599,0.6500000000000026
Diego Costa,Ath Madrid,30,Spain,2019/2020,18000000.0,14500000.0,Centre-Forward,es La Liga,23,14,1350.0,15.0,-0.0733294781586834,0.5999999999999999
Diego Costa,Ath Madrid,31,Spain,2020/2021,10000000.0,6000000.0,Centre-Forward,es La Liga,7,2,208.0,2.3,0.9914013055080786,1.0500000000000005
Divock Origi,Wolfsburg,22,Belgium,2017/2018,12000000.0,10000000.0,Centre-Forward,de Bundesliga,31,22,1967.0,21.9,-0.8010761010880956,-0.3333333333333415
Divock Origi,Liverpool,23,Belgium,2018/2019,10000000.0,20000000.0,Centre-Forward,eng Premier League,12,4,371.0,4.1,0.7928070857884092,1.6750000000000018
Divock Origi,Liverpool,24,Belgium,2019/2020,20000000.0,16000000.0,Centre-Forward,eng Premier League,28,7,717.0,8.0,0.9009102504965056,1.3000000000000054
Divock Origi,Liverpool,25,Belgium,2020/2021,16000000.0,12000000.0,Centre-Forward,eng Premier League,9,2,186.0,2.1,-0.3058262791815141,0.6499999999999976
Dominic Calvert-Lewin,Everton,20,England,2017/2018,3500000.0,15000000.0,Centre-Forward,eng Premier League,32,18,1882.0,20.9,-0.1283281449794214,-0.3499999999999968
Dominic Calvert-Lewin,Everton,21,England,2018/2019,15000000.0,20000000.0,Centre-Forward,eng Premier League,35,19,1784.0,19.8,-0.028651684556843,0.2000000000000014
Dominic Calvert-Lewin,Everton,22,England,2019/2020,22000000.0,24000000.0,Centre-Forward,eng Premier League,36,30,2626.0,29.2,-0.0138278726927395,-0.2999999999999947
Dominic Calvert-Lewin,Everton,23,England,2020/2021,40000000.0,45000000.0,Centre-Forward,eng Premier League,33,32,2871.0,31.9,0.2835296082118386,-0.0250000000000033
Dries Mertens,Napoli,30,Belgium,2017/2018,28000000.0,30000000.0,Centre-Forward,it Serie A,38,35,3002.0,33.4,0.3384981163157653,1.2000000000000104
Dries Mertens,Napoli,31,Belgium,2018/2019,30000000.0,25000000.0,Centre-Forward,it Serie A,35,23,2252.0,25.0,0.9500777514847388,0.95
Dries Mertens,Napoli,32,Belgium,2019/2020,25000000.0,20000000.0,Centre-Forward,it Serie A,31,18,1689.0,18.8,0.906992931491404,0.2750000000000023
Dries Mertens,Napoli,33,Belgium,2020/2021,18000000.0,9000000.0,Centre-Forward,it Serie A,29,18,1459.0,16.2,0.8779338995275123,1.125000000000007
Duván Zapata,Sampdoria,26,Colombia,2017/2018,8500000.0,20000000.0,Centre-Forward,it Serie A,31,24,2108.0,23.4,0.010943559989324,-0.0999999999999884
Duván Zapata,Atalanta,27,Colombia,2018/2019,22000000.0,40000000.0,Centre-Forward,it Serie A,37,32,2896.0,32.2,0.7316753299102946,0.775000000000001
Duván Zapata,Atalanta,28,Colombia,2019/2020,45000000.0,36000000.0,Centre-Forward,it Serie A,28,25,2026.0,22.5,0.7643540473347158,1.250000000000003
Duván Zapata,Atalanta,29,Colombia,2020/2021,40000000.0,33000000.0,Centre-Forward,it Serie A,37,29,2379.0,26.4,0.3939803842765768,1.075000000000008
Edin Džeko,Roma,31,Bosnia and Herzegovina,2017/2018,22000000.0,25000000.0,Centre-Forward,it Serie A,36,33,3018.0,33.5,0.2634559189870958,0.8250000000000107
Edin Džeko,Roma,32,Bosnia and Herzegovina,2018/2019,23000000.0,14000000.0,Centre-Forward,it Serie A,33,28,2579.0,28.7,0.1888180103813858,0.4500000000000003
Edin Džeko,Roma,33,Bosnia and Herzegovina,2019/2020,14000000.0,11000000.0,Centre-Forward,it Serie A,35,31,2854.0,31.7,0.4510794287407557,0.6500000000000031
Edin Džeko,Roma,34,Bosnia and Herzegovina,2020/2021,10000000.0,4000000.0,Centre-Forward,it Serie A,27,20,1824.0,20.3,0.0717467538378855,0.3250000000000075
Edinson Cavani,Paris SG,30,Uruguay,2017/2018,45000000.0,60000000.0,Centre-Forward,fr Ligue 1,32,30,2581.0,28.7,0.8591368575066363,1.9750000000000023
Edinson Cavani,Paris SG,31,Uruguay,2018/2019,55000000.0,40000000.0,Centre-Forward,fr Ligue 1,21,20,1671.0,18.6,0.5098121941702446,1.7500000000000009
Edinson Cavani,Paris SG,32,Uruguay,2019/2020,25000000.0,20000000.0,Centre-Forward,fr Ligue 1,14,7,605.0,6.7,0.0989567462463348,1.826928539061115
Edinson Cavani,Man United,33,Uruguay,2020/2021,12000000.0,6000000.0,Centre-Forward,eng Premier League,26,13,1375.0,15.3,0.7696993407155827,0.724999999999997
Enes Ünal,Villarreal,20,Turkey,2017/2018,10000000.0,8000000.0,Centre-Forward,es La Liga,23,11,1134.0,12.6,-0.200857149917798,0.1750000000000019
Enes Ünal,Valladolid,21,Turkey,2018/2019,8000000.0,5000000.0,Centre-Forward,es La Liga,33,24,2148.0,23.9,-0.6329599289965825,-0.4749999999999979
Enes Ünal,Valladolid,22,Turkey,2019/2020,4000000.0,4000000.0,Centre-Forward,es La Liga,35,23,2344.0,26.0,-0.4380554338325887,-0.2749999999999996
Enes Ünal,Getafe,23,Turkey,2020/2021,8000000.0,7000000.0,Centre-Forward,es La Liga,28,15,1318.0,14.6,-0.3790396361186213,-0.3750000000000001
Eric Maxim Choupo-Moting,Stoke,28,Cameroon,2017/2018,6000000.0,8000000.0,Centre-Forward,eng Premier League,30,26,2314.0,25.7,-0.1003812703335369,-0.8249999999999955
Eric Maxim Choupo-Moting,Paris SG,29,Cameroon,2018/2019,8000000.0,5000000.0,Centre-Forward,fr Ligue 1,22,8,802.0,8.9,0.0766504387073664,1.7500000000000009
Eric Maxim Choupo-Moting,Paris SG,30,Cameroon,2019/2020,5000000.0,4000000.0,Centre-Forward,fr Ligue 1,9,5,451.0,5.0,0.7636063120922504,1.826928539061115
Eric Maxim Choupo-Moting,Bayern Munich,31,Cameroon,2020/2021,3500000.0,3500000.0,Centre-Forward,de Bundesliga,22,8,820.0,9.1,0.208796768992781,1.527777777777772
Fabio Quagliarella,Sampdoria,34,Italy,2017/2018,2000000.0,2000000.0,Centre-Forward,it Serie A,35,33,2719.0,30.2,-0.0689724392291954,-0.0999999999999884
Fabio Quagliarella,Sampdoria,35,Italy,2018/2019,2000000.0,2500000.0,Centre-Forward,it Serie A,37,37,3199.0,35.5,0.0861119599691961,0.2249999999999998
Fabio Quagliarella,Sampdoria,36,Italy,2019/2020,2000000.0,1600000.0,Centre-Forward,it Serie A,28,26,2275.0,25.3,-0.3116909105627791,-0.4249999999999964
Fabio Quagliarella,Sampdoria,37,Italy,2020/2021,1600000.0,1000000.0,Centre-Forward,it Serie A,33,25,2204.0,24.5,-0.1731796431762464,-0.0499999999999922
Felipe Caicedo,Lazio,28,Ecuador,2017/2018,3000000.0,2500000.0,Centre-Forward,it Serie A,22,4,717.0,8.0,-0.0792394708789381,1.0000000000000109
Felipe Caicedo,Lazio,29,Ecuador,2018/2019,2500000.0,3000000.0,Centre-Forward,it Serie A,28,17,1371.0,15.2,0.1498588320065713,0.2500000000000001
Felipe Caicedo,Lazio,30,Ecuador,2019/2020,3000000.0,4800000.0,Centre-Forward,it Serie A,30,18,1406.0,15.6,0.7964163446730967,0.9250000000000028
Felipe Caicedo,Lazio,31,Ecuador,2020/2021,5000000.0,4000000.0,Centre-Forward,it Serie A,25,9,929.0,10.3,0.6834747555608356,0.1500000000000073
Fernando Llorente,Tottenham,32,Spain,2017/2018,6000000.0,7000000.0,Centre-Forward,eng Premier League,16,1,238.0,2.6,0.7090527478607298,0.9500000000000032
Fernando Llorente,Tottenham,33,Spain,2018/2019,5000000.0,3500000.0,Centre-Forward,eng Premier League,20,6,694.0,7.7,-0.0261302993808475,0.7000000000000012
Fernando Llorente,Napoli,34,Spain,2019/2020,5000000.0,4000000.0,Centre-Forward,it Serie A,17,3,501.0,5.6,0.160340092139885,0.2750000000000023
Fernando Llorente,Udinese,35,Spain,2020/2021,3000000.0,1000000.0,Centre-Forward,it Serie A,14,8,713.0,7.9,-0.7612794931411571,-0.3999999999999931
Florian Niederlechner,Freiburg,26,Germany,2017/2018,5500000.0,4500000.0,Centre-Forward,de Bundesliga,10,9,697.0,7.7,-0.5290317857793212,-0.6666666666666755
Florian Niederlechner,Freiburg,27,Germany,2018/2019,4500000.0,3500000.0,Centre-Forward,de Bundesliga,24,12,970.0,10.8,-0.3163808482872174,-0.4166666666666745
Florian Niederlechner,Augsburg,28,Germany,2019/2020,5000000.0,8000000.0,Centre-Forward,de Bundesliga,33,31,2720.0,30.2,-0.0659386504367747,-0.5000000000000112
Florian Niederlechner,Augsburg,29,Germany,2020/2021,10000000.0,4000000.0,Centre-Forward,de Bundesliga,28,21,1737.0,19.3,-0.4655463413007278,-0.5000000000000056
Gabriel Jesus,Man City,20,Brazil,2017/2018,30000000.0,80000000.0,Centre-Forward,eng Premier League,29,19,1668.0,18.5,0.8061385958265364,1.9750000000000043
Gabriel Jesus,Man City,21,Brazil,2018/2019,70000000.0,70000000.0,Centre-Forward,eng Premier League,29,8,1036.0,11.5,0.5031782616034922,1.800000000000001
Gabriel Jesus,Man City,22,Brazil,2019/2020,70000000.0,56000000.0,Centre-Forward,eng Premier League,34,21,2030.0,22.6,0.5977330983507495,1.675000000000006
Gabriel Jesus,Man City,23,Brazil,2020/2021,60000000.0,60000000.0,Centre-Forward,eng Premier League,29,22,2063.0,22.9,0.3549643397611388,1.2749999999999977
Gaëtan Laborde,Bordeaux,23,France,2017/2018,5000000.0,4000000.0,Centre-Forward,fr Ligue 1,20,10,957.0,10.6,-0.2962803420878268,0.1250000000000027
Gaëtan Laborde,Montpellier,24,France,2018/2019,5000000.0,10000000.0,Centre-Forward,fr Ligue 1,36,35,2895.0,32.2,-0.0954982905595098,0.2750000000000013
Gaëtan Laborde,Montpellier,25,France,2019/2020,10000000.0,8000000.0,Centre-Forward,fr Ligue 1,28,27,2237.0,24.9,0.0733222813730107,0.0442828286169387
Gaëtan Laborde,Montpellier,26,France,2020/2021,10000000.0,15000000.0,Centre-Forward,fr Ligue 1,38,38,3256.0,36.2,0.4986902275139218,-0.0499999999999973
Gerard Moreno,Espanol,25,Spain,2017/2018,8000000.0,20000000.0,Centre-Forward,es La Liga,38,38,3411.0,37.9,0.0297750918668113,-0.1499999999999982
Gerard Moreno,Villarreal,26,Spain,2018/2019,20000000.0,17500000.0,Centre-Forward,es La Liga,35,25,2315.0,25.7,-0.0490877817049447,-0.0749999999999979
Gerard Moreno,Villarreal,27,Spain,2019/2020,20000000.0,16000000.0,Centre-Forward,es La Liga,35,33,2744.0,30.5,0.7433848865462929,0.3499999999999998
Gerard Moreno,Villarreal,28,Spain,2020/2021,30000000.0,40000000.0,Centre-Forward,es La Liga,33,30,2673.0,29.7,0.3947242039373954,0.4000000000000002
Gianluca Lapadula,Genoa,27,Peru,2017/2018,8000000.0,7000000.0,Centre-Forward,it Serie A,28,13,1495.0,16.6,-0.7494089006493855,-0.2499999999999881
Gianluca Lapadula,Genoa,28,Peru,2018/2019,6000000.0,5000000.0,Centre-Forward,it Serie A,8,4,404.0,4.5,-0.7486846771350724,-0.4499999999999993
Gianluca Lapadula,Lecce,29,Peru,2019/2020,6000000.0,4800000.0,Centre-Forward,it Serie A,25,20,1784.0,19.8,-0.3506921294545595,-0.8249999999999974
Gianluca Lapadula,Benevento,30,Peru,2020/2021,5000000.0,4000000.0,Centre-Forward,it Serie A,37,29,2563.0,28.5,-0.556129278044962,-0.8749999999999933
Giovanni Simeone,Fiorentina,22,Argentina,2017/2018,10000000.0,25000000.0,Centre-Forward,it Serie A,38,36,2998.0,33.3,-0.2337831646069007,0.2000000000000117
Giovanni Simeone,Fiorentina,23,Argentina,2018/2019,23000000.0,20000000.0,Centre-Forward,it Serie A,36,27,2454.0,27.3,-0.7237082317454205,0.0500000000000004
Giovanni Simeone,Cagliari,24,Argentina,2019/2020,17000000.0,13500000.0,Centre-Forward,it Serie A,37,34,2924.0,32.5,-0.5800277681161683,-0.0999999999999973
Giovanni Simeone,Cagliari,25,Argentina,2020/2021,15000000.0,11000000.0,Centre-Forward,it Serie A,33,19,1740.0,19.3,-0.5218590045028046,-0.3999999999999923
Grégoire Defrel,Roma,26,Martinique,2017/2018,9000000.0,10000000.0,Centre-Forward,it Serie A,15,5,485.0,5.4,-0.0470441341470332,0.8250000000000107
Grégoire Defrel,Sampdoria,27,Martinique,2018/2019,12000000.0,12000000.0,Centre-Forward,it Serie A,36,26,2339.0,26.0,0.3127064791439894,0.2249999999999998
Grégoire Defrel,Sassuolo,28,Martinique,2019/2020,12000000.0,9500000.0,Centre-Forward,it Serie A,17,9,980.0,10.9,0.073487012270613,0.1500000000000018
Grégoire Defrel,Sassuolo,29,Martinique,2020/2021,8000000.0,5000000.0,Centre-Forward,it Serie A,28,14,1336.0,14.8,0.0733900650299035,0.2000000000000068
Guido Carrillo,Southampton,26,Argentina,2017/2018,6000000.0,15000000.0,Centre-Forward,eng Premier League,7,5,450.0,5.0,-0.4189235425168097,-0.4749999999999965
Guido Carrillo,Leganes,27,Argentina,2018/2019,15000000.0,7500000.0,Centre-Forward,es La Liga,32,23,1992.0,22.1,-0.1657925415612175,-0.1499999999999982
Guido Carrillo,Leganes,28,Argentina,2019/2020,6000000.0,4800000.0,Centre-Forward,es La Liga,24,13,1213.0,13.5,-0.0821133204179856,-0.5249999999999998
Guido Carrillo,Elche,29,Argentina,2020/2021,3000000.0,2000000.0,Centre-Forward,es La Liga,21,11,1002.0,11.1,0.2384488544508258,-0.5250000000000002
Harry Kane,Tottenham,24,England,2017/2018,60000000.0,150000000.0,Centre-Forward,eng Premier League,37,35,3076.0,34.2,0.7528161356235271,0.9500000000000032
Harry Kane,Tottenham,25,England,2018/2019,150000000.0,150000000.0,Centre-Forward,eng Premier League,28,27,2424.0,26.9,0.2967730560084546,0.7000000000000012
Harry Kane,Tottenham,26,England,2019/2020,150000000.0,120000000.0,Centre-Forward,eng Premier League,29,29,2587.0,28.7,0.4935970404241866,0.3500000000000051
Harry Kane,Tottenham,27,England,2020/2021,120000000.0,120000000.0,Centre-Forward,eng Premier League,35,35,3082.0,34.2,0.6777324617596334,0.5749999999999975
Iago Aspas,Celta,29,Spain,2017/2018,18000000.0,25000000.0,Centre-Forward,es La Liga,34,33,2933.0,32.6,0.7105834140772618,-0.0249999999999984
Iago Aspas,Celta,30,Spain,2018/2019,25000000.0,25000000.0,Centre-Forward,es La Liga,27,26,2251.0,25.0,0.8617688117746065,-0.2249999999999982
Iago Aspas,Celta,31,Spain,2019/2020,20000000.0,16000000.0,Centre-Forward,es La Liga,37,37,3262.0,36.2,-0.2189757351507808,-0.3000000000000005
Iago Aspas,Celta,32,Spain,2020/2021,10000000.0,9000000.0,Centre-Forward,es La Liga,33,33,2864.0,31.8,0.2618209664817158,-0.0500000000000005
Ishak Belfodil,Werder Bremen,25,Algeria,2017/2018,6000000.0,5500000.0,Centre-Forward,de Bundesliga,26,13,1350.0,15.0,-0.2647608241701188,-0.083333333333342
Ishak Belfodil,Hoffenheim,26,Algeria,2018/2019,7000000.0,15000000.0,Centre-Forward,de Bundesliga,28,20,1863.0,20.7,0.559870936531337,0.4999999999999924
Ishak Belfodil,Hoffenheim,27,Algeria,2019/2020,15000000.0,12000000.0,Centre-Forward,de Bundesliga,5,3,269.0,3.0,-0.8665031758630538,-1.1790951498654148e-14
Ishak Belfodil,Hoffenheim,28,Algeria,2020/2021,7500000.0,2800000.0,Centre-Forward,de Bundesliga,14,7,596.0,6.6,-0.985015462045293,-0.055555555555561
Iñaki Williams,Ath Bilbao,23,Spain,2017/2018,25000000.0,30000000.0,Centre-Forward,es La Liga,38,31,2853.0,31.7,-0.3684121425783004,-0.1999999999999979
Iñaki Williams,Ath Bilbao,24,Spain,2018/2019,28000000.0,50000000.0,Centre-Forward,es La Liga,38,36,3025.0,33.6,-0.2787658663191817,-0.0999999999999977
Iñaki Williams,Ath Bilbao,25,Spain,2019/2020,50000000.0,40000000.0,Centre-Forward,es La Liga,38,34,2939.0,32.7,-0.4905306072751476,0.0749999999999999
Iñaki Williams,Ath Bilbao,26,Spain,2020/2021,30000000.0,25000000.0,Centre-Forward,es La Liga,38,27,2387.0,26.5,-0.5155244045029543,0.1000000000000002
Jamie Vardy,Leicester,30,England,2017/2018,15000000.0,20000000.0,Centre-Forward,eng Premier League,37,37,3247.0,36.1,-0.4821053077867382,-0.0999999999999957
Jamie Vardy,Leicester,31,England,2018/2019,20000000.0,20000000.0,Centre-Forward,eng Premier League,34,30,2726.0,30.3,-0.2656828679508742,0.0750000000000008
Jamie Vardy,Leicester,32,England,2019/2020,20000000.0,16000000.0,Centre-Forward,eng Premier League,35,34,3033.0,33.7,-0.0854216904188337,0.6500000000000052
Jamie Vardy,Leicester,33,England,2020/2021,16000000.0,7000000.0,Centre-Forward,eng Premier League,34,31,2840.0,31.6,-0.2872072725330098,0.4499999999999977
Jean-Kévin Augustin,RB Leipzig,20,France,2017/2018,3000000.0,20000000.0,Centre-Forward,de Bundesliga,25,14,1266.0,14.1,0.4495894990899655,0.1111111111111021
Jean-Kévin Augustin,RB Leipzig,21,France,2018/2019,25000000.0,16000000.0,Centre-Forward,de Bundesliga,17,4,461.0,5.1,-0.1303457812402892,0.9444444444444368
Jean-Kévin Augustin,Monaco,22,France,2019/2020,14000000.0,9500000.0,Centre-Forward,fr Ligue 1,10,2,266.0,3.0,-0.8300486589765425,0.013668006147627
Jean-Kévin Augustin,Nantes,23,France,2020/2021,6000000.0,2500000.0,Centre-Forward,fr Ligue 1,3,0,36.0,0.4,-1.7152418243106582,-0.1999999999999974
Ji Dong-won,Augsburg,26,South Korea,2017/2018,2000000.0,1000000.0,Centre-Forward,de Bundesliga,3,0,19.0,0.2,-1.1043966916573154,-0.0833333333333418
Ji Dong-won,Augsburg,27,South Korea,2018/2019,1000000.0,1750000.0,Centre-Forward,de Bundesliga,14,10,891.0,9.9,0.853656555752147,-0.5555555555555628
Ji Dong-won,Mainz,28,South Korea,2019/2020,1750000.0,1400000.0,Centre-Forward,de Bundesliga,4,1,102.0,1.1,-0.943880329468645,-0.5833333333333444
Ji Dong-won,Mainz,29,South Korea,2020/2021,1000000.0,800000.0,Centre-Forward,de Bundesliga,6,0,62.0,0.7,-0.8994151078853855,-0.4722222222222283
Jimmy Briand,Guingamp,31,France,2017/2018,2500000.0,2500000.0,Centre-Forward,fr Ligue 1,37,36,3209.0,35.7,-0.0028239944244234,-0.2749999999999978
Jimmy Briand,Bordeaux,32,France,2018/2019,2500000.0,2500000.0,Centre-Forward,fr Ligue 1,35,28,2495.0,27.7,-0.4473960801344724,-0.199999999999999
Jimmy Briand,Bordeaux,33,France,2019/2020,2000000.0,1600000.0,Centre-Forward,fr Ligue 1,22,18,1525.0,16.9,-0.0337762520545701,0.2540642288263319
Jimmy Briand,Bordeaux,34,France,2020/2021,1500000.0,1100000.0,Centre-Forward,fr Ligue 1,24,1,571.0,6.3,-0.451556946159918,-0.3499999999999975
Johannes Eggestein,Werder Bremen,19,Germany,2017/2018,400000.0,500000.0,Centre-Forward,de Bundesliga,7,0,99.0,1.1,-0.6724328278476608,-0.083333333333342
Johannes Eggestein,Werder Bremen,20,Germany,2018/2019,1500000.0,10000000.0,Centre-Forward,de Bundesliga,23,12,1113.0,12.4,0.174260886057761,0.2499999999999924
Johannes Eggestein,Werder Bremen,21,Germany,2019/2020,7500000.0,4500000.0,Centre-Forward,de Bundesliga,14,4,510.0,5.7,-0.1359912209205154,-0.7500000000000118
Johannes Eggestein,Werder Bremen,22,Germany,2020/2021,2500000.0,4000000.0,Centre-Forward,de Bundesliga,2,0,33.0,0.4,0.0926952995099474,-0.5833333333333393
John Guidetti,Alaves,25,Sweden,2017/2018,8000000.0,5000000.0,Centre-Forward,es La Liga,17,15,1210.0,13.4,-0.4209344770843582,-0.2499999999999984
John Guidetti,Alaves,26,Sweden,2018/2019,4000000.0,3000000.0,Centre-Forward,es La Liga,22,6,631.0,7.0,-0.3294964925546451,-0.2749999999999981
John Guidetti,Alaves,27,Sweden,2019/2020,2000000.0,1600000.0,Centre-Forward,es La Liga,5,1,96.0,1.1,-1.0529072960872012,-0.6250000000000007
John Guidetti,Alaves,28,Sweden,2020/2021,1200000.0,1200000.0,Centre-Forward,es La Liga,10,1,208.0,2.3,-0.3541376738728711,-0.5250000000000005
Jonathan Calleri,Las Palmas,23,Argentina,2017/2018,8000000.0,6000000.0,Centre-Forward,es La Liga,37,34,3105.0,34.5,-0.8165713768217079,-1.249999999999999
Jonathan Calleri,Alaves,24,Argentina,2018/2019,6000000.0,9000000.0,Centre-Forward,es La Liga,34,33,2869.0,31.9,-0.2567833949242207,-0.2749999999999981
Jonathan Calleri,Espanol,25,Argentina,2019/2020,7500000.0,6000000.0,Centre-Forward,es La Liga,27,20,1811.0,20.1,-0.6621970612581342,-0.7750000000000004
