Player,Team,Age,Nationality,Season,MV1,MV2,Position,Comp,MP,Starts,Min,90s,Overall_Performance_Index,Team_Rating
Thomas Partey,Ath Madrid,24,Ghana,2017/2018,4500000.0,25000000.0,Defensive Midfielder,es La Liga,33,28,2373.0,26.4,0.0874705821245214,0.9000000000000025
Thomas Partey,Ath Madrid,25,Ghana,2018/2019,35000000.0,50000000.0,Defensive Midfielder,es La Liga,32,22,2070.0,23.0,0.3662038039416425,0.6500000000000026
Thomas Partey,Ath Madrid,26,Ghana,2019/2020,50000000.0,40000000.0,Defensive Midfielder,es La Liga,35,29,2549.0,28.3,0.49452777947751,0.5999999999999999
Thomas Partey,Arsenal,27,Ghana,2020/2021,50000000.0,40000000.0,Defensive Midfielder,eng Premier League,24,18,1534.0,17.0,0.2220939116972594,0.399999999999998
Tiemoué Bakayoko,Chelsea,22,France,2017/2018,16000000.0,40000000.0,Defensive Midfielder,eng Premier League,29,24,2126.0,23.6,0.1717093826768888,0.6000000000000035
Tiemoué Bakayoko,Milan,23,France,2018/2019,35000000.0,35000000.0,Defensive Midfielder,it Serie A,31,26,2301.0,25.6,0.271219276583266,0.4750000000000005
Tiemoué Bakayoko,Monaco,24,France,2019/2020,32000000.0,25500000.0,Defensive Midfielder,fr Ligue 1,20,20,1719.0,19.1,0.0526074661820092,0.013668006147627
Tiemoué Bakayoko,Napoli,25,France,2020/2021,26000000.0,20000000.0,Defensive Midfielder,it Serie A,32,23,1964.0,21.8,0.2970254727194001,1.125000000000007
Tobias Strobl,M'gladbach,27,Germany,2017/2018,3000000.0,2000000.0,Defensive Midfielder,de Bundesliga,4,1,115.0,1.3,0.2295372077531248,-0.1388888888888974
Tobias Strobl,M'gladbach,28,Germany,2018/2019,4000000.0,7000000.0,Defensive Midfielder,de Bundesliga,29,26,2293.0,25.5,-0.1349256965246514,0.3611111111111041
Tobias Strobl,M'gladbach,29,Germany,2019/2020,4500000.0,3500000.0,Defensive Midfielder,de Bundesliga,10,6,615.0,6.8,0.027051614130454,0.7222222222222102
Tobias Strobl,Augsburg,30,Germany,2020/2021,3000000.0,2000000.0,Defensive Midfielder,de Bundesliga,29,21,1846.0,20.5,-0.5664981789969348,-0.5000000000000056
Tomás Rincón,Torino,29,Venezuela,2017/2018,8000000.0,8000000.0,Defensive Midfielder,it Serie A,36,35,2995.0,33.3,-0.3455554558129615,0.2000000000000118
Tomás Rincón,Torino,30,Venezuela,2018/2019,8000000.0,8000000.0,Defensive Midfielder,it Serie A,34,32,2799.0,31.1,0.0726345821414468,0.3750000000000001
Tomás Rincón,Torino,31,Venezuela,2019/2020,7000000.0,5500000.0,Defensive Midfielder,it Serie A,32,31,2702.0,30.0,-0.1435345466388093,-0.5499999999999986
Tomás Rincón,Torino,32,Venezuela,2020/2021,4500000.0,2000000.0,Defensive Midfielder,it Serie A,36,33,2846.0,31.6,-0.3072898020495264,-0.4749999999999933
Valon Behrami,Udinese,32,Switzerland,2017/2018,2500000.0,1000000.0,Defensive Midfielder,it Serie A,20,18,1398.0,15.5,-0.0160987571313326,-0.3749999999999889
Valon Behrami,Udinese,33,Switzerland,2018/2019,1500000.0,1000000.0,Defensive Midfielder,it Serie A,19,17,1361.0,15.1,-0.3196632042355178,-0.3499999999999996
Valon Behrami,Genoa,34,Switzerland,2019/2020,600000.0,475000.0,Defensive Midfielder,it Serie A,17,13,1107.0,12.3,-0.4304803447563265,-0.6499999999999967
Valon Behrami,Genoa,35,Switzerland,2020/2021,500000.0,400000.0,Defensive Midfielder,it Serie A,26,8,892.0,9.9,-0.9007747665660576,-0.2749999999999934
Vincent Pajot,St Etienne,26,France,2017/2018,2500000.0,2500000.0,Defensive Midfielder,fr Ligue 1,20,15,1290.0,14.3,-0.7658768976525627,-0.0749999999999972
Vincent Pajot,Angers,27,France,2018/2019,2500000.0,2500000.0,Defensive Midfielder,fr Ligue 1,13,10,713.0,7.9,-0.6406884468946323,-0.1249999999999988
Vincent Pajot,Metz,28,France,2019/2020,2000000.0,1600000.0,Defensive Midfielder,fr Ligue 1,7,7,519.0,5.8,0.0561109926339292,-0.3046837360163633
Vincent Pajot,Metz,29,France,2020/2021,1500000.0,1500000.0,Defensive Midfielder,fr Ligue 1,12,11,914.0,10.2,0.0724124629027518,-0.0999999999999971
Walace,Hamburg,22,Brazil,2017/2018,8000000.0,4500000.0,Defensive Midfielder,de Bundesliga,18,16,1318.0,14.6,-0.4438638348762279,-0.6666666666666755
Walace,Hannover,23,Brazil,2018/2019,5000000.0,8500000.0,Defensive Midfielder,de Bundesliga,26,23,1996.0,22.2,-0.2801743693965881,-1.111111111111118
Walace,Udinese,24,Brazil,2019/2020,6000000.0,4800000.0,Defensive Midfielder,it Serie A,20,12,1139.0,12.7,-0.0121483871209062,-0.3499999999999983
Walace,Udinese,25,Brazil,2020/2021,5000000.0,5000000.0,Defensive Midfielder,it Serie A,30,23,2055.0,22.8,-0.1957096667242722,-0.3999999999999931
Wilfred Ndidi,Leicester,20,Nigeria,2017/2018,14000000.0,25000000.0,Defensive Midfielder,eng Premier League,33,33,2898.0,32.2,0.2597723005142307,-0.0999999999999957
Wilfred Ndidi,Leicester,21,Nigeria,2018/2019,35000000.0,35000000.0,Defensive Midfielder,eng Premier League,38,37,3296.0,36.6,0.2031987004422882,0.0750000000000008
Wilfred Ndidi,Leicester,22,Nigeria,2019/2020,45000000.0,36000000.0,Defensive Midfielder,eng Premier League,32,29,2674.0,29.7,0.4079668659543017,0.6500000000000052
Wilfred Ndidi,Leicester,23,Nigeria,2020/2021,45000000.0,60000000.0,Defensive Midfielder,eng Premier League,26,25,2176.0,24.2,0.7230165314976967,0.4499999999999977
Yann M'Vila,St Etienne,27,France,2017/2018,7500000.0,8000000.0,Defensive Midfielder,fr Ligue 1,17,17,1479.0,16.4,0.0633024185784761,-0.0749999999999972
Yann M'Vila,St Etienne,28,France,2018/2019,8000000.0,10000000.0,Defensive Midfielder,fr Ligue 1,37,37,3258.0,36.2,0.3065684697709703,0.4500000000000012
Yann M'Vila,St Etienne,29,France,2019/2020,9000000.0,6000000.0,Defensive Midfielder,fr Ligue 1,23,21,1942.0,21.6,-0.2912183632977012,-0.543644911623853
Yann M'Vila,St Etienne,30,France,2020/2021,5000000.0,5000000.0,Defensive Midfielder,fr Ligue 1,1,0,20.0,0.2,-0.8748785326575375,-0.2999999999999977
Étienne Capoue,Watford,29,France,2017/2018,9000000.0,8000000.0,Defensive Midfielder,eng Premier League,23,18,1542.0,17.1,0.0449132975590025,-0.499999999999996
Étienne Capoue,Watford,30,France,2018/2019,8000000.0,8000000.0,Defensive Midfielder,eng Premier League,33,33,2944.0,32.7,0.3248792561442144,-0.1749999999999995
Étienne Capoue,Watford,31,France,2019/2020,6500000.0,5200000.0,Defensive Midfielder,eng Premier League,30,30,2627.0,29.2,-0.1886159274883782,-0.6999999999999945
Étienne Capoue,Villarreal,32,France,2020/2021,4000000.0,2000000.0,Defensive Midfielder,es La Liga,16,15,1185.0,13.2,0.0509600652494812,0.4000000000000002
Adam Lallana,Liverpool,29,England,2017/2018,25000000.0,25000000.0,Attacking Midfielder,eng Premier League,12,1,308.0,3.4,0.2181178187858162,1.150000000000003
Adam Lallana,Liverpool,30,England,2018/2019,20000000.0,15000000.0,Attacking Midfielder,eng Premier League,13,5,468.0,5.2,0.5783696863427142,1.6750000000000018
Adam Lallana,Liverpool,31,England,2019/2020,12000000.0,9500000.0,Attacking Midfielder,eng Premier League,15,3,382.0,4.2,0.2398658099033958,1.3000000000000054
Adam Lallana,Brighton,32,England,2020/2021,8000000.0,4000000.0,Attacking Midfielder,eng Premier League,30,16,1596.0,17.7,0.0047669773984166,-0.1500000000000023
Admir Mehmedi,Leverkusen,26,Switzerland,2017/2018,3500000.0,5000000.0,Attacking Midfielder,de Bundesliga,12,8,700.0,7.8,0.1848601343394694,0.38888888888888
Admir Mehmedi,Wolfsburg,27,Switzerland,2018/2019,5000000.0,10000000.0,Attacking Midfielder,de Bundesliga,26,20,1692.0,18.8,0.073109075452984,0.3333333333333261
Admir Mehmedi,Wolfsburg,28,Switzerland,2019/2020,10000000.0,8000000.0,Attacking Midfielder,de Bundesliga,21,14,1200.0,13.3,0.0945288258879493,0.0555555555555442
Admir Mehmedi,Wolfsburg,29,Switzerland,2020/2021,6000000.0,4000000.0,Attacking Midfielder,de Bundesliga,18,8,820.0,9.1,0.1649532585030453,0.6666666666666607
Adrien Thomasson,Nantes,23,France,2017/2018,2500000.0,8000000.0,Attacking Midfielder,fr Ligue 1,36,29,2582.0,28.7,-0.2376244447611851,-0.1249999999999966
Adrien Thomasson,Strasbourg,24,France,2018/2019,8000000.0,8000000.0,Attacking Midfielder,fr Ligue 1,34,28,2479.0,27.5,-0.2451828891189708,0.2500000000000016
Adrien Thomasson,Strasbourg,25,France,2019/2020,8000000.0,6500000.0,Attacking Midfielder,fr Ligue 1,25,24,2072.0,23.0,0.0072359148854225,-0.0403504947041176
Adrien Thomasson,Strasbourg,26,France,2020/2021,6500000.0,6000000.0,Attacking Midfielder,fr Ligue 1,37,31,2624.0,29.2,-0.2120913706390151,-0.2249999999999976
Alessandro Schöpf,Schalke 04,23,Austria,2017/2018,7500000.0,5000000.0,Attacking Midfielder,de Bundesliga,15,9,808.0,9.0,-0.0531511757419339,0.4444444444444367
Alessandro Schöpf,Schalke 04,24,Austria,2018/2019,5000000.0,5000000.0,Attacking Midfielder,de Bundesliga,15,11,1004.0,11.2,-0.315865884662761,-0.5000000000000069
Alessandro Schöpf,Schalke 04,25,Austria,2019/2020,5000000.0,4000000.0,Attacking Midfielder,de Bundesliga,22,15,1432.0,15.9,-0.5644367255277895,-0.555555555555567
Alessandro Schöpf,Schalke 04,26,Austria,2020/2021,3500000.0,1500000.0,Attacking Midfielder,de Bundesliga,19,10,942.0,10.5,-0.5297459438352284,-1.6944444444444504
Amine Harit,Schalke 04,20,Morocco,2017/2018,2000000.0,25000000.0,Attacking Midfielder,de Bundesliga,31,23,2043.0,22.7,0.0911372704824273,0.4444444444444367
Amine Harit,Schalke 04,21,Morocco,2018/2019,22000000.0,10000000.0,Attacking Midfielder,de Bundesliga,18,12,1082.0,12.0,-0.2845032915250854,-0.5000000000000069
Amine Harit,Schalke 04,22,Morocco,2019/2020,16000000.0,24000000.0,Attacking Midfielder,de Bundesliga,25,24,2102.0,23.4,0.0057193584295185,-0.555555555555567
Amine Harit,Schalke 04,23,Morocco,2020/2021,20000000.0,10000000.0,Attacking Midfielder,de Bundesliga,28,25,2101.0,23.3,-0.2357826886559523,-1.6944444444444504
Andreas Pereira,Valencia,21,Brazil,2017/2018,5000000.0,6000000.0,Attacking Midfielder,es La Liga,23,12,1083.0,12.0,-0.1504097750668936,0.6750000000000014
Andreas Pereira,Man United,22,Brazil,2018/2019,8000000.0,10000000.0,Attacking Midfielder,eng Premier League,15,6,599.0,6.7,-0.2237334412988767,0.2750000000000012
Andreas Pereira,Man United,23,Brazil,2019/2020,15000000.0,16000000.0,Attacking Midfielder,eng Premier League,25,18,1484.0,16.5,-0.0719002384630129,0.7500000000000046
Andreas Pereira,Lazio,24,Brazil,2020/2021,12000000.0,8000000.0,Attacking Midfielder,it Serie A,26,3,543.0,6.0,-0.1110192862217714,0.1500000000000073
Antoine Griezmann,Ath Madrid,26,France,2017/2018,80000000.0,100000000.0,Attacking Midfielder,es La Liga,32,30,2509.0,27.9,0.1188149546812766,0.9000000000000025
Antoine Griezmann,Ath Madrid,27,France,2018/2019,120000000.0,130000000.0,Attacking Midfielder,es La Liga,37,37,3198.0,35.5,0.0740919352528517,0.6500000000000026
Antoine Griezmann,Barcelona,28,France,2019/2020,120000000.0,96000000.0,Attacking Midfielder,es La Liga,35,31,2549.0,28.3,-0.0934264356147574,1.2000000000000002
Antoine Griezmann,Barcelona,29,France,2020/2021,80000000.0,60000000.0,Attacking Midfielder,es La Liga,36,32,2604.0,28.9,0.1261875533820693,1.175
Antonín Barák,Udinese,22,Czech Republic,2017/2018,2500000.0,14000000.0,Attacking Midfielder,it Serie A,34,31,2713.0,30.1,0.0429180251590113,-0.3749999999999889
Antonín Barák,Udinese,23,Czech Republic,2018/2019,12000000.0,12000000.0,Attacking Midfielder,it Serie A,8,4,329.0,3.7,-0.5418227329242215,-0.3499999999999996
Antonín Barák,Lecce,24,Czech Republic,2019/2020,10000000.0,8000000.0,Attacking Midfielder,it Serie A,16,15,1369.0,15.2,-0.0381959541278403,-0.8249999999999974
Antonín Barák,Verona,25,Czech Republic,2020/2021,8000000.0,14000000.0,Attacking Midfielder,it Serie A,34,32,2765.0,30.7,-0.0030857020373259,-0.1249999999999932
Aymen Barkok,Ein Frankfurt,19,Morocco,2017/2018,1250000.0,2000000.0,Attacking Midfielder,de Bundesliga,9,2,314.0,3.5,-0.3542496985697336,-8.469709509272135e-15
Aymen Barkok,Fortuna Dusseldorf,20,Morocco,2018/2019,1500000.0,2000000.0,Attacking Midfielder,de Bundesliga,12,4,510.0,5.7,-0.3657538727189412,-0.4444444444444517
Aymen Barkok,Fortuna Dusseldorf,21,Morocco,2019/2020,1500000.0,1300000.0,Attacking Midfielder,de Bundesliga,3,1,79.0,0.9,-1.6352327659251689,-0.8611111111111227
Aymen Barkok,Ein Frankfurt,22,Morocco,2020/2021,1000000.0,3500000.0,Attacking Midfielder,de Bundesliga,26,9,977.0,10.9,0.2348681013835722,0.4444444444444388
Ayoze Pérez,Newcastle,24,Spain,2017/2018,8000000.0,10000000.0,Attacking Midfielder,eng Premier League,36,28,2492.0,27.7,-0.0547935606529957,-0.1999999999999971
Ayoze Pérez,Newcastle,25,Spain,2018/2019,10000000.0,20000000.0,Attacking Midfielder,eng Premier League,37,34,2917.0,32.4,-0.1564193200084749,-0.149999999999999
Ayoze Pérez,Leicester,26,Spain,2019/2020,30000000.0,24000000.0,Attacking Midfielder,eng Premier League,33,26,2004.0,22.3,0.1906590600668469,0.6500000000000052
Ayoze Pérez,Leicester,27,Spain,2020/2021,20000000.0,18000000.0,Attacking Midfielder,eng Premier League,25,15,1331.0,14.8,-0.1705433755052855,0.4499999999999977
Bernardo Silva,Man City,22,Portugal,2017/2018,40000000.0,50000000.0,Attacking Midfielder,eng Premier League,35,15,1533.0,17.0,0.1090995952058481,1.9750000000000043
Bernardo Silva,Man City,23,Portugal,2018/2019,60000000.0,100000000.0,Attacking Midfielder,eng Premier League,36,31,2854.0,31.7,0.1492048767745562,1.800000000000001
Bernardo Silva,Man City,24,Portugal,2019/2020,100000000.0,80000000.0,Attacking Midfielder,eng Premier League,34,23,2030.0,22.6,0.2787859276858502,1.675000000000006
Bernardo Silva,Man City,25,Portugal,2020/2021,80000000.0,70000000.0,Attacking Midfielder,eng Premier League,26,24,2065.0,22.9,0.0419133583756947,1.2749999999999977
Brahim Díaz,Man City,17,Spain,2017/2018,2500000.0,5000000.0,Attacking Midfielder,eng Premier League,5,0,55.0,0.6,-0.6400268566891952,1.9750000000000043
Brahim Díaz,Real Madrid,18,Spain,2018/2019,5000000.0,17000000.0,Attacking Midfielder,es La Liga,9,5,376.0,4.2,0.1790326495259319,0.4250000000000024
Brahim Díaz,Real Madrid,19,Spain,2019/2020,15000000.0,13500000.0,Attacking Midfielder,es La Liga,6,0,65.0,0.7,-0.8470364929926543,1.124999999999999
Brahim Díaz,Milan,20,Spain,2020/2021,14000000.0,15000000.0,Attacking Midfielder,it Serie A,27,15,1228.0,13.6,0.0460497792265278,0.8250000000000074
Brais Méndez,Celta,20,Spain,2017/2018,250000.0,3500000.0,Attacking Midfielder,es La Liga,20,12,951.0,10.6,-0.1633349321436349,-0.0249999999999984
Brais Méndez,Celta,21,Spain,2018/2019,6000000.0,20000000.0,Attacking Midfielder,es La Liga,31,27,2349.0,26.1,0.0495759079882336,-0.2249999999999982
Brais Méndez,Celta,22,Spain,2019/2020,17500000.0,12000000.0,Attacking Midfielder,es La Liga,31,15,1477.0,16.4,-0.1810184336126397,-0.3000000000000005
Brais Méndez,Celta,23,Spain,2020/2021,11000000.0,14000000.0,Attacking Midfielder,es La Liga,34,30,2671.0,29.7,-0.0980806971436249,-0.0500000000000005
Christian Eriksen,Tottenham,25,Denmark,2017/2018,40000000.0,80000000.0,Attacking Midfielder,eng Premier League,37,37,3218.0,35.8,0.5520973506132713,0.9500000000000032
Christian Eriksen,Tottenham,26,Denmark,2018/2019,80000000.0,100000000.0,Attacking Midfielder,eng Premier League,35,30,2774.0,30.8,0.2793339548012509,0.7000000000000012
Christian Eriksen,Tottenham,27,Denmark,2019/2020,90000000.0,68000000.0,Attacking Midfielder,eng Premier League,20,10,1097.0,12.2,-0.2210832330183775,0.3500000000000051
Christian Eriksen,Inter,28,Denmark,2020/2021,60000000.0,40000000.0,Attacking Midfielder,it Serie A,26,17,1385.0,15.4,0.2127500947189549,1.350000000000007
Christopher Nkunku,Paris SG,19,France,2017/2018,3000000.0,10000000.0,Attacking Midfielder,fr Ligue 1,20,6,633.0,7.0,0.002536087858244,1.9750000000000023
Christopher Nkunku,Paris SG,20,France,2018/2019,12000000.0,12000000.0,Attacking Midfielder,fr Ligue 1,22,13,1156.0,12.8,0.3533223987814901,1.7500000000000009
Christopher Nkunku,RB Leipzig,21,France,2019/2020,15000000.0,28000000.0,Attacking Midfielder,de Bundesliga,32,21,1925.0,21.4,0.7144453877661605,1.2222222222222108
Christopher Nkunku,RB Leipzig,22,France,2020/2021,33000000.0,43000000.0,Attacking Midfielder,de Bundesliga,28,19,1892.0,21.0,0.7265975063156128,0.7777777777777718
David Silva,Man City,31,Spain,2017/2018,30000000.0,30000000.0,Attacking Midfielder,eng Premier League,29,28,2430.0,27.0,0.953254924318353,1.9750000000000043
David Silva,Man City,32,Spain,2018/2019,25000000.0,20000000.0,Attacking Midfielder,eng Premier League,33,28,2401.0,26.7,0.7327279314594956,1.800000000000001
David Silva,Man City,33,Spain,2019/2020,15000000.0,12000000.0,Attacking Midfielder,eng Premier League,27,22,1826.0,20.3,0.8900535820773859,1.675000000000006
David Silva,Sociedad,34,Spain,2020/2021,5000000.0,5000000.0,Attacking Midfielder,es La Liga,21,17,1399.0,15.5,0.5049052624084284,0.5249999999999996
Davy Klaassen,Everton,24,Netherlands,2017/2018,18000000.0,15000000.0,Attacking Midfielder,eng Premier League,7,3,251.0,2.8,-0.5400906113352928,-0.3499999999999968
Davy Klaassen,Werder Bremen,25,Netherlands,2018/2019,17000000.0,22000000.0,Attacking Midfielder,de Bundesliga,33,33,2816.0,31.3,0.085588043902031,0.2499999999999924
Davy Klaassen,Werder Bremen,26,Netherlands,2019/2020,22000000.0,12000000.0,Attacking Midfielder,de Bundesliga,33,33,2936.0,32.6,0.0598010508238121,-0.7500000000000118
Davy Klaassen,Werder Bremen,27,Netherlands,2020/2021,12000000.0,17000000.0,Attacking Midfielder,de Bundesliga,3,3,222.0,2.5,-0.2249602574525687,-0.5833333333333393
Dele Alli,Tottenham,21,England,2017/2018,45000000.0,100000000.0,Attacking Midfielder,eng Premier League,36,34,2958.0,32.9,0.3083621241781085,0.9500000000000032
Dele Alli,Tottenham,22,England,2018/2019,100000000.0,90000000.0,Attacking Midfielder,eng Premier League,25,22,1825.0,20.3,0.1066309677173978,0.7000000000000012
Dele Alli,Tottenham,23,England,2019/2020,90000000.0,64000000.0,Attacking Midfielder,eng Premier League,25,21,1847.0,20.5,0.0820900328350591,0.3500000000000051
Dele Alli,Tottenham,24,England,2020/2021,52000000.0,30000000.0,Attacking Midfielder,eng Premier League,15,7,620.0,6.9,0.0649877295239532,0.5749999999999975
Denis Suárez,Barcelona,23,Spain,2017/2018,18000000.0,15000000.0,Attacking Midfielder,es La Liga,18,4,602.0,6.7,0.21405592763364,1.7500000000000022
Denis Suárez,Arsenal,24,Spain,2018/2019,12000000.0,12000000.0,Attacking Midfielder,eng Premier League,4,0,71.0,0.8,-0.9134523314820387,0.5500000000000017
Denis Suárez,Celta,25,Spain,2019/2020,12000000.0,9500000.0,Attacking Midfielder,es La Liga,26,20,1630.0,18.1,-0.3310198858982459,-0.3000000000000005
Denis Suárez,Celta,26,Spain,2020/2021,10000000.0,12000000.0,Attacking Midfielder,es La Liga,35,34,2852.0,31.7,-0.0861855046959193,-0.0500000000000005
Dimitri Payet,Marseille,30,France,2017/2018,26000000.0,22000000.0,Attacking Midfielder,fr Ligue 1,31,28,2347.0,26.1,0.6473261556731099,0.825000000000003
Dimitri Payet,Marseille,31,France,2018/2019,20000000.0,12500000.0,Attacking Midfielder,fr Ligue 1,31,23,1904.0,21.2,0.0619447091396691,0.2000000000000005
Dimitri Payet,Marseille,32,France,2019/2020,12500000.0,10000000.0,Attacking Midfielder,fr Ligue 1,22,22,1930.0,21.4,0.5177301985234899,0.3414042051690664
Dimitri Payet,Marseille,33,France,2020/2021,8500000.0,5000000.0,Attacking Midfielder,fr Ligue 1,33,28,2417.0,26.9,0.0354861447120546,0.1750000000000026
Enis Bardhi,Levante,22,North Macedonia,2017/2018,1500000.0,6000000.0,Attacking Midfielder,es La Liga,26,16,1582.0,17.6,-0.1202012637048337,-0.3499999999999984
Enis Bardhi,Levante,23,North Macedonia,2018/2019,10000000.0,15000000.0,Attacking Midfielder,es La Liga,36,31,2836.0,31.5,-0.2490787794291172,-0.1749999999999975
Enis Bardhi,Levante,24,North Macedonia,2019/2020,15000000.0,12000000.0,Attacking Midfielder,es La Liga,30,23,2114.0,23.5,-0.2323955638244462,-0.1500000000000006
Enis Bardhi,Levante,25,North Macedonia,2020/2021,20000000.0,15000000.0,Attacking Midfielder,es La Liga,26,19,1682.0,18.7,-0.1710130756591555,-0.2749999999999999
Filip Đuričić,Benevento,25,Serbia,2017/2018,2500000.0,1500000.0,Attacking Midfielder,it Serie A,15,13,971.0,10.8,-1.0674338475587002,-1.2749999999999897
Filip Đuričić,Sassuolo,26,Serbia,2018/2019,1500000.0,1500000.0,Attacking Midfielder,it Serie A,23,16,1252.0,13.9,-0.4134468762771393,-0.1749999999999993
Filip Đuričić,Sassuolo,27,Serbia,2019/2020,2500000.0,2000000.0,Attacking Midfielder,it Serie A,29,19,1633.0,18.1,0.2166444045617359,0.1500000000000018
Filip Đuričić,Sassuolo,28,Serbia,2020/2021,4500000.0,9000000.0,Attacking Midfielder,it Serie A,32,27,2079.0,23.1,0.2532531095975855,0.2000000000000068
Franco Vázquez,Sevilla,28,Argentina,2017/2018,18000000.0,7500000.0,Attacking Midfielder,es La Liga,30,22,1831.0,20.3,0.239081127329525,-0.2249999999999982
Franco Vázquez,Sevilla,29,Argentina,2018/2019,10000000.0,15000000.0,Attacking Midfielder,es La Liga,34,26,2280.0,25.3,0.2069548925436874,0.3750000000000016
Franco Vázquez,Sevilla,30,Argentina,2019/2020,12000000.0,9500000.0,Attacking Midfielder,es La Liga,31,11,1098.0,12.2,0.262240724643591,0.5000000000000001
Franco Vázquez,Sevilla,31,Argentina,2020/2021,6000000.0,4000000.0,Attacking Midfielder,es La Liga,15,1,164.0,1.8,0.3942722783205596,0.5
Frédéric Sammaritano,Dijon,31,France,2017/2018,1000000.0,1000000.0,Attacking Midfielder,fr Ligue 1,26,16,1429.0,15.9,-0.4471675961386016,-0.449999999999997
Frédéric Sammaritano,Dijon,32,France,2018/2019,1000000.0,500000.0,Attacking Midfielder,fr Ligue 1,14,6,538.0,6.0,-0.2344007809616636,-0.7249999999999981
Frédéric Sammaritano,Dijon,33,France,2019/2020,400000.0,325000.0,Attacking Midfielder,fr Ligue 1,10,6,518.0,5.8,-0.397362933941623,-0.3276597807046766
Frédéric Sammaritano,Dijon,34,France,2020/2021,325000.0,300000.0,Attacking Midfielder,fr Ligue 1,30,10,1130.0,12.6,-0.6237840847788526,-1.199999999999997
Gastón Ramírez,Sampdoria,26,Uruguay,2017/2018,6000000.0,10000000.0,Attacking Midfielder,it Serie A,37,28,2214.0,24.6,0.2878156522862944,-0.0999999999999884
Gastón Ramírez,Sampdoria,27,Uruguay,2018/2019,10000000.0,10000000.0,Attacking Midfielder,it Serie A,27,19,1578.0,17.5,-0.0935294295665298,0.2249999999999998
Gastón Ramírez,Sampdoria,28,Uruguay,2019/2020,8000000.0,6500000.0,Attacking Midfielder,it Serie A,26,19,1392.0,15.5,0.1210953295415213,-0.4249999999999964
Gastón Ramírez,Sampdoria,29,Uruguay,2020/2021,6000000.0,3500000.0,Attacking Midfielder,it Serie A,25,10,969.0,10.8,0.2653559237181553,-0.0499999999999922
Gaël Kakuta,Amiens,26,Democratic Republic of the Congo,2017/2018,1000000.0,6000000.0,Attacking Midfielder,fr Ligue 1,36,36,3084.0,34.3,0.0347445022585705,-0.1249999999999974
Gaël Kakuta,Vallecano,27,Democratic Republic of the Congo,2018/2019,3000000.0,2000000.0,Attacking Midfielder,es La Liga,12,9,717.0,8.0,-0.6170898227387701,-0.7249999999999976
Gaël Kakuta,Amiens,28,Democratic Republic of the Congo,2019/2020,3500000.0,2800000.0,Attacking Midfielder,fr Ligue 1,24,23,2001.0,22.2,-0.0049930355811001,-0.6208454999587495
Gaël Kakuta,Lens,29,Democratic Republic of the Congo,2020/2021,6000000.0,8000000.0,Attacking Midfielder,fr Ligue 1,35,30,2394.0,26.6,-0.0829356269963948,0.0250000000000022
Goran Pandev,Genoa,34,North Macedonia,2017/2018,400000.0,500000.0,Attacking Midfielder,it Serie A,32,22,1803.0,20.0,-0.0605411151739328,-0.2499999999999881
Goran Pandev,Genoa,35,North Macedonia,2018/2019,500000.0,400000.0,Attacking Midfielder,it Serie A,26,12,1122.0,12.5,-0.194034624762633,-0.4499999999999993
Goran Pandev,Genoa,36,North Macedonia,2019/2020,400000.0,325000.0,Attacking Midfielder,it Serie A,34,18,1685.0,18.7,-0.1507326598976303,-0.6499999999999967
Goran Pandev,Genoa,37,North Macedonia,2020/2021,400000.0,500000.0,Attacking Midfielder,it Serie A,29,15,1404.0,15.6,-0.376310407784612,-0.2749999999999934
Gylfi Sigurðsson,Everton,27,Iceland,2017/2018,25000000.0,30000000.0,Attacking Midfielder,eng Premier League,27,25,2259.0,25.1,-0.3104411309844229,-0.3499999999999968
Gylfi Sigurðsson,Everton,28,Iceland,2018/2019,30000000.0,35000000.0,Attacking Midfielder,eng Premier League,38,36,3117.0,34.6,0.0233391878454443,0.2000000000000014
Gylfi Sigurðsson,Everton,29,Iceland,2019/2020,28000000.0,22500000.0,Attacking Midfielder,eng Premier League,35,28,2560.0,28.4,-0.2248596302247364,-0.2999999999999947
Gylfi Sigurðsson,Everton,30,Iceland,2020/2021,18000000.0,13000000.0,Attacking Midfielder,eng Premier League,36,24,2253.0,25.0,-0.349815961862885,-0.0250000000000033
Hakan Çalhanoğlu,Milan,23,Turkey,2017/2018,20000000.0,27000000.0,Attacking Midfielder,it Serie A,31,25,2172.0,24.1,0.5661384750385168,0.3500000000000109
Hakan Çalhanoğlu,Milan,24,Turkey,2018/2019,22000000.0,20000000.0,Attacking Midfielder,it Serie A,36,34,2884.0,32.0,0.246539583132428,0.4750000000000005
Hakan Çalhanoğlu,Milan,25,Turkey,2019/2020,18000000.0,14500000.0,Attacking Midfielder,it Serie A,35,34,2704.0,30.0,0.2888365454564728,0.4250000000000023
Hakan Çalhanoğlu,Milan,26,Turkey,2020/2021,23000000.0,35000000.0,Attacking Midfielder,it Serie A,33,30,2614.0,29.0,0.4025187451242012,0.8250000000000074
Henrikh Mkhitaryan,Man United,28,Armenia,2017/2018,35000000.0,35000000.0,Attacking Midfielder,eng Premier League,15,11,922.0,10.2,0.237218249879141,1.0000000000000036
Henrikh Mkhitaryan,Arsenal,29,Armenia,2018/2019,30000000.0,25000000.0,Attacking Midfielder,eng Premier League,25,19,1641.0,18.2,0.1671561977834682,0.5500000000000017
